District,Year,Type of Industry,Govt Employees,Semi Govt Employees,Private Employees,Total Employees
Sindhudurg,2017,Mining,13,0,1364,1377
Sindhudurg,2017,Commodity Manufacturing,1,680,688,1369
Sindhudurg,2017,"Electricity Generation, Gas, Water And Sewage Services",169,2,13,184
Sindhudurg,2017,Construction,0,0,164,164
Sindhudurg,2017,Wholesale And Retail Trade And Hotel Business,982,2287,163,3432
Sindhudurg,2017,"Transportation, Warehousing And Transportation",0,212,0,212
Sindhudurg,2017,"Finance, Insurance, Real Estate And Trade Services",23,893,1037,1953
Sindhudurg,2017,"Collective, Social And Individual Service",3176,6437,4763,14376
Sindhudurg,2018,Agriculture,575,33,199,807
Sindhudurg,2018,Mining,2,0,84,86
Sindhudurg,2018,Commodity Manufacturing,0,4,2035,2039
Sindhudurg,2018,"Electricity Generation, Gas, Water And Sewage Services",0,683,0,683
Sindhudurg,2018,Construction,410,391,19,820
Sindhudurg,2018,Wholesale And Retail Trade And Hotel Business,0,0,573,573
Sindhudurg,2018,"Transportation, Warehousing And Transportation",964,2349,167,3480
Sindhudurg,2018,"Finance, Insurance, Real Estate And Trade Services",0,1119,1151,2270
Sindhudurg,2018,"Collective, Social And Individual Service",3839,6220,4272,14331
Sindhudurg,2019,Agriculture,626,33,253,912
Sindhudurg,2019,Mining,12,0,1381,1393
Sindhudurg,2019,Commodity Manufacturing,1,580,790,1371
Sindhudurg,2019,"Electricity Generation, Gas, Water And Sewage Services",431,324,11,766
Sindhudurg,2019,Construction,0,0,215,215
Sindhudurg,2019,Wholesale And Retail Trade And Hotel Business,925,2343,526,3794
Sindhudurg,2019,"Transportation, Warehousing And Transportation",0,64,35,99
Sindhudurg,2019,"Finance, Insurance, Real Estate And Trade Services",28,918,1152,2098
Sindhudurg,2019,"Collective, Social And Individual Service",4655,5254,4222,14131
Sindhudurg,2020,Agriculture,547,29,245,821
Sindhudurg,2020,Mining,10,0,1433,1443
Sindhudurg,2020,Commodity Manufacturing,1,555,705,1261
Sindhudurg,2020,"Electricity Generation, Gas, Water And Sewage Services",375,291,11,677
Sindhudurg,2020,Construction,0,0,597,597
Sindhudurg,2020,Wholesale And Retail Trade And Hotel Business,928,2271,136,3335
Sindhudurg,2020,"Transportation, Warehousing And Transportation",0,47,13,60
Sindhudurg,2020,"Finance, Insurance, Real Estate And Trade Services",24,938,1143,2105
Sindhudurg,2020,"Collective, Social And Individual Service",4451,5131,4269,13851
Sindhudurg,2021,Agriculture,567,29,238,834
Sindhudurg,2021,Mining,8,0,1397,1405
Sindhudurg,2021,Commodity Manufacturing,499,0,863,1362
Sindhudurg,2021,"Electricity Generation, Gas, Water And Sewage Services",0,0,11,11
Sindhudurg,2021,Construction,0,0,601,601
Sindhudurg,2021,Wholesale And Retail Trade And Hotel Business,3189,0,136,3325
Sindhudurg,2021,"Transportation, Warehousing And Transportation",47,0,13,60
Sindhudurg,2021,"Finance, Insurance, Real Estate And Trade Services",936,0,1101,2037
Sindhudurg,2021,"Collective, Social And Individual Service",5129,5056,4269,14454
Thane,2012,Agriculture,3526,259,595,4380
Thane,2012,Mining,0,0,177,177
Thane,2012,Commodity Manufacturing,173,510,79165,79848
Thane,2012,"Electricity Generation, Gas, Water And Sewage Services",360,5550,2939,8849
Thane,2012,Construction,2663,3281,1222,7166
Thane,2012,Wholesale And Retail Trade And Hotel Business,82,0,6363,6445
Thane,2012,"Transportation, Warehousing And Transportation",312,13866,668,14846
Thane,2012,"Finance, Insurance, Real Estate And Trade Services",3273,9096,47375,59744
Thane,2012,"Collective, Social And Individual Service",40392,38273,41483,120148
Thane,2013,Agriculture,3526,268,183,3977
Thane,2013,Mining,0,0,177,177
Thane,2013,Commodity Manufacturing,173,519,80165,80857
Thane,2013,"Electricity Generation, Gas, Water And Sewage Services",360,5550,3149,9059
Thane,2013,Construction,2663,3286,1425,7374
Thane,2013,Wholesale And Retail Trade And Hotel Business,82,0,7051,7133
Thane,2013,"Transportation, Warehousing And Transportation",312,13891,774,14977
Thane,2013,"Finance, Insurance, Real Estate And Trade Services",3273,9096,47875,60244
Thane,2013,"Collective, Social And Individual Service",40392,38289,41784,120465
Thane,2014,Agriculture,3527,268,184,3979
Thane,2014,Mining,0,0,179,179
Thane,2014,Commodity Manufacturing,176,519,80167,80862
Thane,2014,"Electricity Generation, Gas, Water And Sewage Services",367,5551,3151,9069
Thane,2014,Construction,2664,3287,1427,7378
Thane,2014,Wholesale And Retail Trade And Hotel Business,84,0,7059,7143
Thane,2014,"Transportation, Warehousing And Transportation",317,13892,778,14987
Thane,2014,"Finance, Insurance, Real Estate And Trade Services",3276,9097,47879,60252
Thane,2014,"Collective, Social And Individual Service",40385,38291,41777,120453
Thane,2015,Agriculture,3547,264,187,3998
Thane,2015,Mining,0,0,184,184
Thane,2015,Commodity Manufacturing,179,531,80238,80948
Thane,2015,"Electricity Generation, Gas, Water And Sewage Services",396,5564,3188,9148
Thane,2015,Construction,2679,3308,2008,7995
Thane,2015,Wholesale And Retail Trade And Hotel Business,0,0,7069,7069
Thane,2015,"Transportation, Warehousing And Transportation",352,14021,804,15177
Thane,2015,"Finance, Insurance, Real Estate And Trade Services",3362,9463,48209,61034
Thane,2015,"Collective, Social And Individual Service",40392,37992,42174,120558
Thane,2016,Agriculture,3547,364,371,4282
Thane,2016,Mining,0,0,0,0
Thane,2016,Commodity Manufacturing,179,630,83733,84542
Thane,2016,"Electricity Generation, Gas, Water And Sewage Services",396,5665,4688,10749
Thane,2016,Construction,2679,3408,3009,9096
Thane,2016,Wholesale And Retail Trade And Hotel Business,0,0,8569,8569
Thane,2016,"Transportation, Warehousing And Transportation",352,15021,804,16177
Thane,2016,"Finance, Insurance, Real Estate And Trade Services",3362,8663,49709,61734
Thane,2016,"Collective, Social And Individual Service",40665,38476,44674,123815
Thane,2017,Agriculture,3747,414,421,4582
Thane,2017,Mining,0,0,0,0
Thane,2017,Commodity Manufacturing,679,1130,92864,94673
Thane,2017,"Electricity Generation, Gas, Water And Sewage Services",596,5965,5088,11649
Thane,2017,Construction,2729,3508,3220,9457
Thane,2017,Wholesale And Retail Trade And Hotel Business,0,0,9169,9169
Thane,2017,"Transportation, Warehousing And Transportation",402,15421,954,16777
Thane,2017,"Finance, Insurance, Real Estate And Trade Services",3462,8863,50009,62334
Thane,2017,"Collective, Social And Individual Service",40715,38526,45174,124415
Thane,2018,Agriculture,3700,410,421,4531
Thane,2018,Mining,0,0,0,0
Thane,2018,Commodity Manufacturing,669,1115,91864,93648
Thane,2018,"Electricity Generation, Gas, Water And Sewage Services",590,5902,4988,11480
Thane,2018,Construction,2721,3501,3209,9431
Thane,2018,Wholesale And Retail Trade And Hotel Business,0,0,10115,10115
Thane,2018,"Transportation, Warehousing And Transportation",508,15421,989,16918
Thane,2018,"Finance, Insurance, Real Estate And Trade Services",3438,8812,49849,62099
Thane,2018,"Collective, Social And Individual Service",40710,38500,45274,124484
Thane,2019,Agriculture,3001,210,421,3632
Thane,2019,Mining,0,0,0,0
Thane,2019,Commodity Manufacturing,660,1101,88864,90625
Thane,2019,"Electricity Generation, Gas, Water And Sewage Services",590,5302,4987,10879
Thane,2019,Construction,2721,3501,2920,9142
Thane,2019,Wholesale And Retail Trade And Hotel Business,0,0,11125,11125
Thane,2019,"Transportation, Warehousing And Transportation",408,1501,989,2898
Thane,2019,"Finance, Insurance, Real Estate And Trade Services",3238,8812,49840,61890
Thane,2019,"Collective, Social And Individual Service",40210,38002,45274,123486
Thane,2020,Agriculture,553,321,347,1221
Thane,2020,Mining,0,0,0,0
Thane,2020,Commodity Manufacturing,2978,1098,87765,91841
Thane,2020,"Electricity Generation, Gas, Water And Sewage Services",650,4520,5055,10225
Thane,2020,Construction,2832,3501,3002,9335
Thane,2020,Wholesale And Retail Trade And Hotel Business,0,0,12005,12005
Thane,2020,"Transportation, Warehousing And Transportation",498,2028,979,3505
Thane,2020,"Finance, Insurance, Real Estate And Trade Services",3326,8912,50843,63081
Thane,2020,"Collective, Social And Individual Service",45220,38002,46274,129496
Thane,2021,Agriculture,545,321,340,1206
Thane,2021,Mining,0,0,0,0
Thane,2021,Commodity Manufacturing,3045,1108,88700,92853
Thane,2021,"Electricity Generation, Gas, Water And Sewage Services",670,4625,5254,10549
Thane,2021,Construction,2825,4550,4400,11775
Thane,2021,Wholesale And Retail Trade And Hotel Business,0,0,11040,11040
Thane,2021,"Transportation, Warehousing And Transportation",645,2540,1035,4220
Thane,2021,"Finance, Insurance, Real Estate And Trade Services",3296,9205,51598,64099
Thane,2021,"Collective, Social And Individual Service",46002,39056,47274,132332
Wardha,2012,Agriculture,629,541,0,1170
Wardha,2012,Mining,104,0,0,104
Wardha,2012,Commodity Manufacturing,1651,83,7221,8955
Wardha,2012,"Electricity Generation, Gas, Water And Sewage Services",0,1381,0,1381
Wardha,2012,Construction,1703,504,0,2207
Wardha,2012,Wholesale And Retail Trade And Hotel Business,0,11,776,787
Wardha,2012,"Transportation, Warehousing And Transportation",310,1632,0,1942
Wardha,2012,"Finance, Insurance, Real Estate And Trade Services",47,849,1578,2474
Wardha,2012,"Collective, Social And Individual Service",3677,6353,10330,20360
Wardha,2013,Agriculture,628,540,0,1168
Wardha,2013,Mining,0,0,0,0
Wardha,2013,Commodity Manufacturing,1670,82,7220,8972
Wardha,2013,"Electricity Generation, Gas, Water And Sewage Services",0,1385,0,1385
Wardha,2013,Construction,1712,505,0,2217
Wardha,2013,Wholesale And Retail Trade And Hotel Business,0,10,775,785
Wardha,2013,"Transportation, Warehousing And Transportation",313,1635,0,1948
Wardha,2013,"Finance, Insurance, Real Estate And Trade Services",48,853,1577,2478
Wardha,2013,"Collective, Social And Individual Service",3766,6443,10325,20534
Wardha,2014,Agriculture,617,529,0,1146
Wardha,2014,Mining,0,0,0,0
Wardha,2014,Commodity Manufacturing,1659,71,7229,8939
Wardha,2014,"Electricity Generation, Gas, Water And Sewage Services",0,11374,0,1374
Wardha,2014,Construction,1701,494,0,2195
Wardha,2014,Wholesale And Retail Trade And Hotel Business,0,0,786,786
Wardha,2014,"Transportation, Warehousing And Transportation",302,1624,0,1926
Wardha,2014,"Finance, Insurance, Real Estate And Trade Services",37,864,1588,2489
Wardha,2014,"Collective, Social And Individual Service",3755,6432,10336,20523
Wardha,2015,Agriculture,609,510,0,1119
Wardha,2015,Mining,0,0,0,0
Wardha,2015,Commodity Manufacturing,1607,69,7229,8905
Wardha,2015,"Electricity Generation, Gas, Water And Sewage Services",0,11254,0,11254
Wardha,2015,Construction,1654,410,0,2064
Wardha,2015,Wholesale And Retail Trade And Hotel Business,0,0,786,786
Wardha,2015,"Transportation, Warehousing And Transportation",275,1618,0,1893
Wardha,2015,"Finance, Insurance, Real Estate And Trade Services",34,837,1588,2459
Wardha,2015,"Collective, Social And Individual Service",3601,6400,10336,20337
Wardha,2016,Agriculture,609,510,0,1119
Wardha,2016,Mining,0,0,0,0
Wardha,2016,Commodity Manufacturing,1607,69,7229,8905
Wardha,2016,"Electricity Generation, Gas, Water And Sewage Services",0,11254,0,11254
Wardha,2016,Construction,1654,410,0,2064
Wardha,2016,Wholesale And Retail Trade And Hotel Business,0,0,786,786
Wardha,2016,"Transportation, Warehousing And Transportation",275,1618,0,1893
Wardha,2016,"Finance, Insurance, Real Estate And Trade Services",34,837,1588,2459
Wardha,2016,"Collective, Social And Individual Service",3601,6400,10686,20687
Wardha,2017,Agriculture,590,501,0,1091
Wardha,2017,Mining,0,0,0,0
Wardha,2017,Commodity Manufacturing,1570,58,7192,8820
Wardha,2017,"Electricity Generation, Gas, Water And Sewage Services",0,11245,0,11245
Wardha,2017,Construction,1645,401,0,2046
Wardha,2017,Wholesale And Retail Trade And Hotel Business,0,0,797,797
Wardha,2017,"Transportation, Warehousing And Transportation",257,1581,0,1838
Wardha,2017,"Finance, Insurance, Real Estate And Trade Services",43,873,1599,2515
Wardha,2017,"Collective, Social And Individual Service",3631,6411,10697,20739
Wardha,2018,Agriculture,591,502,0,1093
Wardha,2018,Mining,0,0,0,0
Wardha,2018,Commodity Manufacturing,1570,58,7210,8838
Wardha,2018,"Electricity Generation, Gas, Water And Sewage Services",0,11245,0,11245
Wardha,2018,Construction,1646,400,0,2046
Wardha,2018,Wholesale And Retail Trade And Hotel Business,0,0,879,879
Wardha,2018,"Transportation, Warehousing And Transportation",257,1581,0,1838
Wardha,2018,"Finance, Insurance, Real Estate And Trade Services",45,875,1599,2519
Wardha,2018,"Collective, Social And Individual Service",3633,6412,10699,20744
Wardha,2019,Agriculture,590,501,0,1091
Wardha,2019,Mining,0,0,0,0
Wardha,2019,Commodity Manufacturing,1570,58,7192,8820
Wardha,2019,"Electricity Generation, Gas, Water And Sewage Services",0,11245,0,11245
Wardha,2019,Construction,1645,401,0,2046
Wardha,2019,Wholesale And Retail Trade And Hotel Business,0,0,797,797
Wardha,2019,"Transportation, Warehousing And Transportation",257,1581,0,1838
Wardha,2019,"Finance, Insurance, Real Estate And Trade Services",43,873,1599,2515
Wardha,2019,"Collective, Social And Individual Service",3631,6411,10697,20739
Wardha,2020,Agriculture,591,502,0,1093
Wardha,2020,Mining,0,0,0,0
Wardha,2020,Commodity Manufacturing,1580,59,7194,8833
Wardha,2020,"Electricity Generation, Gas, Water And Sewage Services",0,11249,0,11249
Wardha,2020,Construction,1646,403,0,2049
Wardha,2020,Wholesale And Retail Trade And Hotel Business,0,0,799,799
Wardha,2020,"Transportation, Warehousing And Transportation",258,1582,0,1840
Wardha,2020,"Finance, Insurance, Real Estate And Trade Services",44,875,1600,2519
Wardha,2020,"Collective, Social And Individual Service",3635,6415,10699,20749
Wardha,2021,Agriculture,591,502,0,1093
Wardha,2021,Mining,0,0,0,0
Wardha,2021,Commodity Manufacturing,1580,59,7194,8833
Wardha,2021,"Electricity Generation, Gas, Water And Sewage Services",0,11249,0,11249
Wardha,2021,Construction,1646,403,0,2049
Wardha,2021,Wholesale And Retail Trade And Hotel Business,0,0,799,799
Wardha,2021,"Transportation, Warehousing And Transportation",258,1582,0,1840
Wardha,2021,"Finance, Insurance, Real Estate And Trade Services",44,875,1600,2519
Wardha,2021,"Collective, Social And Individual Service",3635,6415,10699,20749
Washim,2008,Agriculture,,,,
Washim,2008,Mining,,,,
Washim,2008,Commodity Manufacturing,,,,
Washim,2008,"Electricity Generation, Gas, Water And Sewage Services",,,,
Washim,2008,Construction,,,,
Washim,2008,Wholesale And Retail Trade And Hotel Business,,,,
Washim,2008,"Transportation, Warehousing And Transportation",,,,
Washim,2008,"Finance, Insurance, Real Estate And Trade Services",,,,
Washim,2008,"Collective, Social And Individual Service",,,,
Washim,2009,Agriculture,152,,127,279
Washim,2009,Mining,0,0,0,0
Washim,2009,Commodity Manufacturing,0,0,0,0
Washim,2009,"Electricity Generation, Gas, Water And Sewage Services",509,821,,1330
Washim,2009,Construction,120,,,120
Washim,2009,Wholesale And Retail Trade And Hotel Business,,81,,81
Washim,2009,"Transportation, Warehousing And Transportation",,11,,11
Washim,2009,"Finance, Insurance, Real Estate And Trade Services",,80,292,372
Washim,2009,"Collective, Social And Individual Service",2330,1858,3239,7427
Washim,2010,Agriculture,167,0,60,227
Washim,2010,Mining,0,0,0,0
Washim,2010,Commodity Manufacturing,7,602,352,961
Washim,2010,"Electricity Generation, Gas, Water And Sewage Services",110,67,0,177
Washim,2010,Construction,482,0,0,482
Washim,2010,Wholesale And Retail Trade And Hotel Business,0,83,41,124
Washim,2010,"Transportation, Warehousing And Transportation",0,11,0,11
Washim,2010,"Finance, Insurance, Real Estate And Trade Services",2244,1717,368,4329
Washim,2010,"Collective, Social And Individual Service",400,54,3053,3507
Washim,2011,Agriculture,206,0,51,257
Washim,2011,Mining,0,0,0,0
Washim,2011,Commodity Manufacturing,7,602,282,891
Washim,2011,"Electricity Generation, Gas, Water And Sewage Services",110,68,0,178
Washim,2011,Construction,472,0,0,472
Washim,2011,Wholesale And Retail Trade And Hotel Business,0,85,68,153
Washim,2011,"Transportation, Warehousing And Transportation",0,9,0,9
Washim,2011,"Finance, Insurance, Real Estate And Trade Services",2321,1801,403,4525
Washim,2011,"Collective, Social And Individual Service",404,54,4443,4901
Washim,2012,Agriculture,206,0,51,257
Washim,2012,Mining,0,0,0,0
Washim,2012,Commodity Manufacturing,7,602,282,891
Washim,2012,"Electricity Generation, Gas, Water And Sewage Services",110,68,0,178
Washim,2012,Construction,472,0,0,472
Washim,2012,Wholesale And Retail Trade And Hotel Business,0,85,68,153
Washim,2012,"Transportation, Warehousing And Transportation",0,9,0,9
Washim,2012,"Finance, Insurance, Real Estate And Trade Services",2326,1811,423,4560
Washim,2012,"Collective, Social And Individual Service",410,54,4444,4908
Washim,2013,Agriculture,206,0,56,262
Washim,2013,Mining,0,0,0,0
Washim,2013,Commodity Manufacturing,7,595,315,917
Washim,2013,"Electricity Generation, Gas, Water And Sewage Services",115,75,0,190
Washim,2013,Construction,577,0,0,577
Washim,2013,Wholesale And Retail Trade And Hotel Business,0,85,89,174
Washim,2013,"Transportation, Warehousing And Transportation",0,9,0,9
Washim,2013,"Finance, Insurance, Real Estate And Trade Services",2326,1817,516,4669
Washim,2013,"Collective, Social And Individual Service",415,55,4595,5065
Washim,2014,Agriculture,207,0,58,265
Washim,2014,Mining,0,0,0,0
Washim,2014,Commodity Manufacturing,8,598,318,924
Washim,2014,"Electricity Generation, Gas, Water And Sewage Services",105,92,6,203
Washim,2014,Construction,0,96,223,319
Washim,2014,Wholesale And Retail Trade And Hotel Business,0,0,324,324
Washim,2014,"Transportation, Warehousing And Transportation",6,19,201,226
Washim,2014,"Finance, Insurance, Real Estate And Trade Services",2365,1902,541,4808
Washim,2014,"Collective, Social And Individual Service",455,61,4706,5222
Washim,2015,Agriculture,199,0,56,255
Washim,2015,Mining,0,0,0,0
Washim,2015,Commodity Manufacturing,0,23,42,65
Washim,2015,"Electricity Generation, Gas, Water And Sewage Services",109,13,2,124
Washim,2015,Construction,0,59,241,300
Washim,2015,Wholesale And Retail Trade And Hotel Business,0,0,428,428
Washim,2015,"Transportation, Warehousing And Transportation",41,28,193,262
Washim,2015,"Finance, Insurance, Real Estate And Trade Services",365,902,54,1321
Washim,2015,"Collective, Social And Individual Service",12,62,4819,4893
Washim,2016,Agriculture,156,8,147,311
Washim,2016,Mining,0,0,0,0
Washim,2016,Commodity Manufacturing,0,23,42,65
Washim,2016,"Electricity Generation, Gas, Water And Sewage Services",78,29,152,259
Washim,2016,Construction,0,52,478,530
Washim,2016,Wholesale And Retail Trade And Hotel Business,0,0,455,455
Washim,2016,"Transportation, Warehousing And Transportation",467,28,281,776
Washim,2016,"Finance, Insurance, Real Estate And Trade Services",367,781,54,1202
Washim,2016,"Collective, Social And Individual Service",7,63,4712,4782
Washim,2017,Agriculture,335,0,133,468
Washim,2017,Mining,0,0,0,0
Washim,2017,Commodity Manufacturing,21,1040,63,1124
Washim,2017,"Electricity Generation, Gas, Water And Sewage Services",175,201,39,415
Washim,2017,Construction,0,196,439,635
Washim,2017,Wholesale And Retail Trade And Hotel Business,0,0,642,642
Washim,2017,"Transportation, Warehousing And Transportation",15,31,270,316
Washim,2017,"Finance, Insurance, Real Estate And Trade Services",3502,2112,2296,7910
Washim,2017,"Collective, Social And Individual Service",1054,3808,4463,9325
Washim,2018,Agriculture,,,,
Washim,2018,Mining,,,,
Washim,2018,Commodity Manufacturing,,,,
Washim,2018,"Electricity Generation, Gas, Water And Sewage Services",,,,
Washim,2018,Construction,,,,
Washim,2018,Wholesale And Retail Trade And Hotel Business,,,,
Washim,2018,"Transportation, Warehousing And Transportation",,,,
Washim,2018,"Finance, Insurance, Real Estate And Trade Services",,,,
Washim,2018,"Collective, Social And Individual Service",,,,
Washim,2019,Agriculture,303,0,72,375
Washim,2019,Mining,0,0,0,0
Washim,2019,Commodity Manufacturing,28,842,58,928
Washim,2019,"Electricity Generation, Gas, Water And Sewage Services",105,191,32,328
Washim,2019,Construction,14,152,316,482
Washim,2019,Wholesale And Retail Trade And Hotel Business,0,0,147,147
Washim,2019,"Transportation, Warehousing And Transportation",32,86,142,260
Washim,2019,"Finance, Insurance, Real Estate And Trade Services",3103,1842,1779,6724
Washim,2019,"Collective, Social And Individual Service",917,2804,3603,7324
Washim,2020,Agriculture,305,8,80,393
Washim,2020,Mining,0,0,0,0
Washim,2020,Commodity Manufacturing,30,840,60,930
Washim,2020,"Electricity Generation, Gas, Water And Sewage Services",110,195,35,340
Washim,2020,Construction,16,155,320,491
Washim,2020,Wholesale And Retail Trade And Hotel Business,0,0,150,150
Washim,2020,"Transportation, Warehousing And Transportation",36,80,145,261
Washim,2020,"Finance, Insurance, Real Estate And Trade Services",3105,1845,1780,6730
Washim,2020,"Collective, Social And Individual Service",920,2840,3636,7396
Washim,2021,Agriculture,296,12,164,472
Washim,2021,Mining,0,0,0,0
Washim,2021,Commodity Manufacturing,28,912,72,1012
Washim,2021,"Electricity Generation, Gas, Water And Sewage Services",97,224,38,359
Washim,2021,Construction,14,216,327,557
Washim,2021,Wholesale And Retail Trade And Hotel Business,0,0,289,289
Washim,2021,"Transportation, Warehousing And Transportation",42,171,92,305
Washim,2021,"Finance, Insurance, Real Estate And Trade Services",2736,1717,1559,6012
Washim,2021,"Collective, Social And Individual Service",902,2360,3942,7204
Yavatmal,2012,Agriculture,2281,567,739,3587
Yavatmal,2012,Mining,1374,,3359,4733
Yavatmal,2012,Commodity Manufacturing,81,,371,452
Yavatmal,2012,"Electricity Generation, Gas, Water And Sewage Services",3337,643,31,4011
Yavatmal,2012,Construction,39,,581,620
Yavatmal,2012,Wholesale And Retail Trade And Hotel Business,4812,,1761,6573
Yavatmal,2012,"Transportation, Warehousing And Transportation",7221,5315,74,12610
Yavatmal,2012,"Finance, Insurance, Real Estate And Trade Services",4241,21375,12019,37635
Yavatmal,2012,"Collective, Social And Individual Service",585,13,1522,2120
Yavatmal,2013,Agriculture,2867,0,709,3576
Yavatmal,2013,Mining,1278,0,1273,2551
Yavatmal,2013,Commodity Manufacturing,339,0,367,706
Yavatmal,2013,"Electricity Generation, Gas, Water And Sewage Services",3235,0,17,3252
Yavatmal,2013,Construction,49,0,523,572
Yavatmal,2013,Wholesale And Retail Trade And Hotel Business,1991,0,1872,3863
Yavatmal,2013,"Transportation, Warehousing And Transportation",12995,0,70,13065
Yavatmal,2013,"Finance, Insurance, Real Estate And Trade Services",17197,0,12034,29231
Yavatmal,2013,"Collective, Social And Individual Service",574,0,1475,2049
Yavatmal,2014,Agriculture,4795,,1497,6292
Yavatmal,2014,Mining,92,,1318,1410
Yavatmal,2014,Commodity Manufacturing,991,,783,1774
Yavatmal,2014,"Electricity Generation, Gas, Water And Sewage Services",1320,,451,1771
Yavatmal,2014,Construction,3378,,239,3617
Yavatmal,2014,Wholesale And Retail Trade And Hotel Business,2154,,2756,4910
Yavatmal,2014,"Transportation, Warehousing And Transportation",1570,,0,1570
Yavatmal,2014,"Finance, Insurance, Real Estate And Trade Services",30634,,16356,46990
Yavatmal,2014,"Collective, Social And Individual Service",573,,2071,2644
Yavatmal,2015,Agriculture,4462,,991,5453
Yavatmal,2015,Mining,134,,372,506
Yavatmal,2015,Commodity Manufacturing,1098,,1406,2504
Yavatmal,2015,"Electricity Generation, Gas, Water And Sewage Services",925,,1361,2286
Yavatmal,2015,Construction,3218,,208,3426
Yavatmal,2015,Wholesale And Retail Trade And Hotel Business,1968,,1882,3850
Yavatmal,2015,"Transportation, Warehousing And Transportation",1160,,0,1160
Yavatmal,2015,"Finance, Insurance, Real Estate And Trade Services",29241,,11385,40626
Yavatmal,2015,"Collective, Social And Individual Service",515,,1465,1980
Yavatmal,2016,Agriculture,4512,,993,5505
Yavatmal,2016,Mining,132,,347,479
Yavatmal,2016,Commodity Manufacturing,1102,,1369,2471
Yavatmal,2016,"Electricity Generation, Gas, Water And Sewage Services",967,,1210,2177
Yavatmal,2016,Construction,3320,,217,3537
Yavatmal,2016,Wholesale And Retail Trade And Hotel Business,1957,,1903,3860
Yavatmal,2016,"Transportation, Warehousing And Transportation",1219,,0,1219
Yavatmal,2016,"Finance, Insurance, Real Estate And Trade Services",28257,,12030,40287
Yavatmal,2016,"Collective, Social And Individual Service",1255,,1001,2256
Yavatmal,2017,Agriculture,4501,,996,5497
Yavatmal,2017,Mining,132,,349,481
Yavatmal,2017,Commodity Manufacturing,1102,,1374,2476
Yavatmal,2017,"Electricity Generation, Gas, Water And Sewage Services",945,,1214,2159
Yavatmal,2017,Construction,3325,,219,3544
Yavatmal,2017,Wholesale And Retail Trade And Hotel Business,1859,,1911,3770
Yavatmal,2017,"Transportation, Warehousing And Transportation",1207,,0,1207
Yavatmal,2017,"Finance, Insurance, Real Estate And Trade Services",26841,,12929,39770
Yavatmal,2017,"Collective, Social And Individual Service",1201,,1012,2213
Yavatmal,2018,Agriculture,3242,55,2171,5468
Yavatmal,2018,Mining,1278,1278,260,2816
Yavatmal,2018,Commodity Manufacturing,908,341,5919,7168
Yavatmal,2018,"Electricity Generation, Gas, Water And Sewage Services",1206,592,159,1957
Yavatmal,2018,Construction,1429,0,46,1475
Yavatmal,2018,Wholesale And Retail Trade And Hotel Business,40,20,508,568
Yavatmal,2018,"Transportation, Warehousing And Transportation",3448,2831,102,6381
Yavatmal,2018,"Finance, Insurance, Real Estate And Trade Services",1796,1649,3074,6519
Yavatmal,2018,"Collective, Social And Individual Service",4602,0,618,5220
Yavatmal,2019,Agriculture,6579,100,2305,8984
Yavatmal,2019,Mining,1291,1291,261,2843
Yavatmal,2019,Commodity Manufacturing,1002,443,6009,7454
Yavatmal,2019,"Electricity Generation, Gas, Water And Sewage Services",1911,652,159,2722
Yavatmal,2019,Construction,1498,40,74,1612
Yavatmal,2019,Wholesale And Retail Trade And Hotel Business,160,60,759,979
Yavatmal,2019,"Transportation, Warehousing And Transportation",3988,2012,291,6291
Yavatmal,2019,"Finance, Insurance, Real Estate And Trade Services",2319,1409,5746,9474
Yavatmal,2019,"Collective, Social And Individual Service",10169,705,919,11793
Yavatmal,2020,Agriculture,3123,184,1987,5294
Yavatmal,2020,Mining,1278,260,3,1541
Yavatmal,2020,Commodity Manufacturing,916,5367,314,6597
Yavatmal,2020,"Electricity Generation, Gas, Water And Sewage Services",1195,114,45,1354
Yavatmal,2020,Construction,1394,25,21,1440
Yavatmal,2020,Wholesale And Retail Trade And Hotel Business,38,507,107,652
Yavatmal,2020,"Transportation, Warehousing And Transportation",4017,200,303,4520
Yavatmal,2020,"Finance, Insurance, Real Estate And Trade Services",2045,368,2963,5376
Yavatmal,2020,"Collective, Social And Individual Service",14783,600,1506,16889
Yavatmal,2021,Agriculture,3145,196,2003,5344
Yavatmal,2021,Mining,1281,275,5,1561
Yavatmal,2021,Commodity Manufacturing,919,5371,314,6604
Yavatmal,2021,"Electricity Generation, Gas, Water And Sewage Services",1199,115,46,1360
Yavatmal,2021,Construction,1394,25,21,1440
Yavatmal,2021,Wholesale And Retail Trade And Hotel Business,38,507,108,653
Yavatmal,2021,"Transportation, Warehousing And Transportation",4018,201,304,4523
Yavatmal,2021,"Finance, Insurance, Real Estate And Trade Services",2045,368,2969,5382
Yavatmal,2021,"Collective, Social And Individual Service",14784,605,1525,16914
