Year,District,Rural/Urban,Select School Management Type,Primary School (I-V),Upper Primary School (I-VIII),Higher Secondary School (I-XII),Secondary School (I-X),Secondary School (VI-X)
2021,Nanded,Rural,Local Body,1393,619,0,43,9
2021,Nanded,Rural,Others,2,8,8,12,2
2021,Nanded,Rural,Private Unaided (Recognized),88,35,52,36,17
2021,Nanded,Urban,Government Aided,101,183,42,63,33
2021,Nanded,Urban,Local Body,66,59,0,20,6
2021,Nanded,Urban,Others,2,1,3,2,3
2021,Nanded,Urban,Private Unaided (Recognized),61,44,35,31,11
2012,Nandurbar,Rural,Government Aided,29,19,46,106,10
2012,Nandurbar,Rural,Local Body,1249,128,2,6,1
2012,Nandurbar,Rural,Others,10,34,14,57,6
2012,Nandurbar,Rural,Private Unaided (Recognized),36,10,3,77,9
2012,Nandurbar,Urban,Government Aided,14,8,12,15,1
2012,Nandurbar,Urban,Local Body,27,11,0,2,0
2012,Nandurbar,Urban,Others,1,2,0,2,0
2012,Nandurbar,Urban,Private Unaided (Recognized),11,3,0,8,0
2013,Nandurbar,Rural,Government Aided,34,27,47,113,28
2013,Nandurbar,Rural,Central Govt,0,0,0,0,0
2013,Nandurbar,Rural,Local Body,1235,127,1,3,0
2013,Nandurbar,Rural,Others,4,19,10,45,1
2013,Nandurbar,Rural,Private Unaided (Recognized),47,10,3,79,9
2013,Nandurbar,Urban,Government Aided,22,13,16,19,1
2013,Nandurbar,Urban,Local Body,39,11,1,2,0
2013,Nandurbar,Urban,Others,0,1,0,4,0
2013,Nandurbar,Urban,Private Unaided (Recognized),10,6,0,12,2
2014,Nandurbar,Rural,Government Aided,30,26,47,112,24
2014,Nandurbar,Rural,Central Govt,0,0,0,0,0
2014,Nandurbar,Rural,Local Body,1233,127,0,5,0
2014,Nandurbar,Rural,Others,3,20,12,40,0
2014,Nandurbar,Rural,Private Unaided (Recognized),50,9,1,77,10
2014,Nandurbar,Urban,Government Aided,23,11,16,20,1
2014,Nandurbar,Urban,Local Body,40,11,1,2,0
2014,Nandurbar,Urban,Others,0,1,0,4,0
2014,Nandurbar,Urban,Private Unaided (Recognized),9,7,1,11,2
2015,Nandurbar,Rural,Government Aided,32,27,48,118,35
2015,Nandurbar,Rural,Central Govt,0,0,0,0,0
2015,Nandurbar,Rural,Local Body,1248,126,0,5,0
2015,Nandurbar,Rural,Others,3,20,12,40,0
2015,Nandurbar,Rural,Private Unaided (Recognized),45,10,0,72,10
2015,Nandurbar,Urban,Government Aided,22,12,18,21,1
2015,Nandurbar,Urban,Local Body,40,10,0,2,0
2015,Nandurbar,Urban,Others,0,1,0,3,0
2015,Nandurbar,Urban,Private Unaided (Recognized),12,6,0,10,2
2016,Nandurbar,Rural,Government Aided,31,27,48,129,36
2016,Nandurbar,Rural,Central Govt,0,0,0,0,0
2016,Nandurbar,Rural,Local Body,1247,126,0,5,0
2016,Nandurbar,Rural,Others,2,21,12,39,0
2016,Nandurbar,Rural,Private Unaided (Recognized),44,10,0,63,10
2016,Nandurbar,Urban,Government Aided,23,11,18,21,1
2016,Nandurbar,Urban,Local Body,39,10,0,2,0
2016,Nandurbar,Urban,Others,0,2,0,3,1
2016,Nandurbar,Urban,Private Unaided (Recognized),13,7,0,9,1
2017,Nandurbar,Rural,Government Aided,32,56,51,132,28
2017,Nandurbar,Rural,Local Body,1214,156,0,0,5
2017,Nandurbar,Rural,Others,0,15,14,41,2
2017,Nandurbar,Rural,Private Unaided (Recognized),47,18,6,41,6
2017,Nandurbar,Urban,Government Aided,22,13,20,19,2
2017,Nandurbar,Urban,Local Body,38,11,1,1,1
2017,Nandurbar,Urban,Others,0,3,0,2,1
2017,Nandurbar,Urban,Private Unaided (Recognized),12,8,1,7,1
2018,Nandurbar,Rural,Government Aided,30,57,45,135,36
2018,Nandurbar,Rural,Local Body,1212,153,0,1,5
2018,Nandurbar,Rural,Others,1,15,14,41,3
2018,Nandurbar,Rural,Private Unaided (Recognized),49,16,4,38,4
2018,Nandurbar,Urban,Government Aided,23,13,19,20,2
2018,Nandurbar,Urban,Local Body,38,11,1,1,1
2018,Nandurbar,Urban,Others,0,1,0,4,0
2018,Nandurbar,Urban,Private Unaided (Recognized),13,8,1,5,3
2019,Nandurbar,Rural,Government Aided,31,58,45,139,35
2019,Nandurbar,Rural,Local Body,1214,154,0,1,5
2019,Nandurbar,Rural,Others,1,15,14,41,3
2019,Nandurbar,Rural,Private Unaided (Recognized),52,16,4,36,4
2019,Nandurbar,Urban,Government Aided,23,13,19,20,2
2019,Nandurbar,Urban,Local Body,38,11,1,1,1
2019,Nandurbar,Urban,Others,0,1,0,4,0
2019,Nandurbar,Urban,Private Unaided (Recognized),13,8,1,5,3
2020,Nandurbar,Rural,Government Aided,31,58,45,141,35
2020,Nandurbar,Rural,Local Body,1214,159,0,1,5
2020,Nandurbar,Rural,Others,1,16,14,41,3
2020,Nandurbar,Rural,Private Unaided (Recognized),50,18,4,37,3
2020,Nandurbar,Urban,Government Aided,23,13,19,20,2
2020,Nandurbar,Urban,Local Body,38,11,1,1,1
2020,Nandurbar,Urban,Others,0,1,0,4,0
2020,Nandurbar,Urban,Private Unaided (Recognized),12,10,1,5,4
2021,Nandurbar,Rural,Government Aided,27,58,43,146,35
2021,Nandurbar,Rural,Local Body,1200,155,0,1,5
2021,Nandurbar,Rural,Others,1,16,14,42,3
2021,Nandurbar,Rural,Private Unaided (Recognized),46,20,4,34,4
2021,Nandurbar,Urban,Government Aided,27,13,21,18,2
2021,Nandurbar,Urban,Local Body,53,13,1,1,1
2021,Nandurbar,Urban,Others,2,1,0,3,0
2021,Nandurbar,Urban,Private Unaided (Recognized),13,11,1,6,3
2012,Nashik,Rural,Government Aided,25,20,129,215,118
2012,Nashik,Rural,Local Body,2674,644,0,4,0
2012,Nashik,Rural,Others,10,84,16,68,42
2012,Nashik,Rural,Private Unaided (Recognized),57,37,7,21,106
2012,Nashik,Urban,Government Aided,74,72,44,83,23
2012,Nashik,Urban,Local Body,51,26,0,2,0
2012,Nashik,Urban,Others,55,191,3,6,8
2012,Nashik,Urban,Private Unaided (Recognized),79,81,8,31,46
2013,Nashik,Rural,Government Aided,26,97,131,226,3
2013,Nashik,Rural,Central Govt,0,0,0,0,0
2013,Nashik,Rural,Local Body,2675,646,0,4,0
2013,Nashik,Rural,Others,8,12,14,59,270
2013,Nashik,Rural,Private Unaided (Recognized),116,40,8,22,2
2013,Nashik,Urban,Government Aided,80,76,43,84,0
2013,Nashik,Urban,Central Govt,0,0,4,1,0
2013,Nashik,Urban,Local Body,88,209,0,4,0
2013,Nashik,Urban,Others,3,3,0,0,78
2013,Nashik,Urban,Private Unaided (Recognized),93,80,8,33,0
2014,Nashik,Rural,Government Aided,28,97,130,226,158
2014,Nashik,Rural,Central Govt,0,0,0,0,0
2014,Nashik,Rural,Local Body,2666,644,0,4,0
2014,Nashik,Rural,Others,5,13,14,58,2
2014,Nashik,Rural,Private Unaided (Recognized),150,40,8,22,121
2014,Nashik,Urban,Government Aided,84,79,44,87,22
2014,Nashik,Urban,Central Govt,0,0,4,1,0
2014,Nashik,Urban,Local Body,88,210,0,4,11
2014,Nashik,Urban,Others,2,3,0,0,1
2014,Nashik,Urban,Private Unaided (Recognized),98,82,8,31,49
2015,Nashik,Rural,Government Aided,31,98,131,225,163
2015,Nashik,Rural,Central Govt,0,0,0,0,0
2015,Nashik,Rural,Local Body,2654,643,0,4,0
2015,Nashik,Rural,Others,5,12,14,58,1
2015,Nashik,Rural,Private Unaided (Recognized),179,50,7,27,119
2015,Nashik,Urban,Government Aided,90,79,45,86,22
2015,Nashik,Urban,Central Govt,0,1,4,1,0
2015,Nashik,Urban,Local Body,82,207,0,4,11
2015,Nashik,Urban,Others,3,1,0,0,1
2015,Nashik,Urban,Private Unaided (Recognized),96,86,9,33,49
2016,Nashik,Rural,Government Aided,25,96,128,225,162
2016,Nashik,Rural,Central Govt,0,0,0,0,0
2016,Nashik,Rural,Local Body,2635,641,0,4,0
2016,Nashik,Rural,Others,3,11,14,58,4
2016,Nashik,Rural,Private Unaided (Recognized),225,62,8,27,118
2016,Nashik,Urban,Government Aided,99,83,48,87,25
2016,Nashik,Urban,Central Govt,0,0,4,1,0
2016,Nashik,Urban,Local Body,89,202,0,4,10
2016,Nashik,Urban,Others,3,0,0,0,0
2016,Nashik,Urban,Private Unaided (Recognized),112,93,9,35,49
2017,Nashik,Rural,Government Aided,25,103,137,214,193
2017,Nashik,Rural,Local Body,2609,663,0,0,3
2017,Nashik,Rural,Others,7,9,22,52,4
2017,Nashik,Rural,Private Unaided (Recognized),207,90,14,35,82
2017,Nashik,Urban,Government Aided,94,94,55,82,34
2017,Nashik,Urban,Local Body,78,210,0,3,12
2017,Nashik,Urban,Others,6,3,5,2,0
2017,Nashik,Urban,Private Unaided (Recognized),99,98,12,60,34
2018,Nashik,Rural,Government Aided,26,107,139,214,214
2018,Nashik,Rural,Local Body,2565,665,0,0,3
2018,Nashik,Rural,Others,7,5,22,53,2
2018,Nashik,Rural,Private Unaided (Recognized),190,99,21,42,63
2018,Nashik,Urban,Government Aided,98,107,55,82,35
2018,Nashik,Urban,Local Body,68,179,1,2,11
2018,Nashik,Urban,Others,6,4,3,1,0
2018,Nashik,Urban,Private Unaided (Recognized),94,88,15,64,32
2019,Nashik,Rural,Government Aided,26,107,139,215,224
2019,Nashik,Rural,Local Body,2558,659,0,0,3
2019,Nashik,Rural,Others,7,4,23,54,2
2019,Nashik,Rural,Private Unaided (Recognized),178,94,36,56,50
2019,Nashik,Urban,Government Aided,97,108,55,83,35
2019,Nashik,Urban,Local Body,70,182,1,2,11
2019,Nashik,Urban,Others,8,4,5,3,0
2019,Nashik,Urban,Private Unaided (Recognized),90,93,19,71,32
2020,Nashik,Rural,Government Aided,26,108,141,213,225
2020,Nashik,Rural,Local Body,2556,658,0,0,3
2020,Nashik,Rural,Others,7,4,24,54,3
2020,Nashik,Rural,Private Unaided (Recognized),166,99,39,59,50
2020,Nashik,Urban,Government Aided,97,109,55,82,34
2020,Nashik,Urban,Local Body,71,178,1,2,11
2020,Nashik,Urban,Others,8,4,5,2,0
2020,Nashik,Urban,Private Unaided (Recognized),85,95,23,68,32
2021,Nashik,Rural,Government Aided,24,104,139,212,223
2021,Nashik,Rural,Local Body,2543,656,0,0,3
2021,Nashik,Rural,Others,5,3,25,54,3
2021,Nashik,Rural,Private Unaided (Recognized),143,101,40,70,46
2021,Nashik,Urban,Government Aided,98,114,58,82,38
2021,Nashik,Urban,Local Body,75,182,1,2,11
2021,Nashik,Urban,Others,6,4,4,2,0
2021,Nashik,Urban,Private Unaided (Recognized),84,95,29,67,35
2014,Palghar,Rural,Government Aided,20,55,28,55,51
2014,Palghar,Rural,Central Govt,0,0,4,2,0
2014,Palghar,Rural,Local Body,1629,503,0,1,4
2014,Palghar,Rural,Others,8,18,15,40,2
2014,Palghar,Rural,Private Unaided (Recognized),34,87,5,40,53
2014,Palghar,Urban,Government Aided,18,15,8,13,5
2014,Palghar,Urban,Local Body,29,41,0,0,1
2014,Palghar,Urban,Others,0,1,1,0,0
2014,Palghar,Urban,Private Unaided (Recognized),22,124,5,19,107
2015,Palghar,Rural,Government Aided,20,58,28,57,51
2015,Palghar,Rural,Central Govt,0,0,5,1,0
2015,Palghar,Rural,Local Body,1632,511,0,1,4
2015,Palghar,Rural,Others,14,26,16,42,5
2015,Palghar,Rural,Private Unaided (Recognized),40,112,9,35,63
2015,Palghar,Urban,Government Aided,19,16,9,12,7
2015,Palghar,Urban,Central Govt,0,0,0,1,0
2015,Palghar,Urban,Local Body,20,39,0,0,1
2015,Palghar,Urban,Others,2,3,1,1,0
2015,Palghar,Urban,Private Unaided (Recognized),25,120,3,19,101
2016,Palghar,Rural,Government Aided,21,59,28,58,52
2016,Palghar,Rural,Central Govt,0,0,2,1,0
2016,Palghar,Rural,Local Body,1623,513,0,1,4
2016,Palghar,Rural,Others,10,27,22,37,3
2016,Palghar,Rural,Private Unaided (Recognized),50,119,11,40,60
2016,Palghar,Urban,Government Aided,19,17,8,13,7
2016,Palghar,Urban,Local Body,20,39,0,0,1
2016,Palghar,Urban,Others,1,4,1,1,0
2016,Palghar,Urban,Private Unaided (Recognized),20,125,4,17,97
2017,Palghar,Rural,Government Aided,20,62,29,61,52
2017,Palghar,Rural,Local Body,1575,484,0,27,5
2017,Palghar,Rural,Others,20,60,26,61,9
2017,Palghar,Rural,Private Unaided (Recognized),57,124,17,50,53
2017,Palghar,Urban,Government Aided,20,16,8,14,9
2017,Palghar,Urban,Local Body,16,38,0,0,1
2017,Palghar,Urban,Others,15,47,2,15,1
2017,Palghar,Urban,Private Unaided (Recognized),29,138,5,15,95
2018,Palghar,Rural,Government Aided,19,62,28,60,56
2018,Palghar,Rural,Local Body,1570,476,0,34,5
2018,Palghar,Rural,Others,27,63,26,61,5
2018,Palghar,Rural,Private Unaided (Recognized),55,125,23,58,54
2018,Palghar,Urban,Government Aided,20,16,8,14,11
2018,Palghar,Urban,Local Body,15,38,0,0,1
2018,Palghar,Urban,Others,14,42,2,18,2
2018,Palghar,Urban,Private Unaided (Recognized),28,143,7,17,86
2019,Palghar,Rural,Government Aided,18,62,29,59,59
2019,Palghar,Rural,Local Body,1570,469,0,37,5
2019,Palghar,Rural,Others,19,47,27,54,6
2019,Palghar,Rural,Private Unaided (Recognized),50,127,32,66,51
2019,Palghar,Urban,Government Aided,21,16,8,14,11
2019,Palghar,Urban,Local Body,15,36,0,2,1
2019,Palghar,Urban,Others,6,33,2,18,2
2019,Palghar,Urban,Private Unaided (Recognized),26,142,15,25,84
2020,Palghar,Rural,Government Aided,18,62,29,60,59
2020,Palghar,Rural,Local Body,1565,471,0,39,5
2020,Palghar,Rural,Others,16,42,29,51,4
2020,Palghar,Rural,Private Unaided (Recognized),48,120,37,70,52
2020,Palghar,Urban,Government Aided,20,17,8,14,11
2020,Palghar,Urban,Local Body,14,37,0,2,1
2020,Palghar,Urban,Others,6,31,2,18,2
2020,Palghar,Urban,Private Unaided (Recognized),26,141,15,27,85
2021,Palghar,Rural,Government Aided,8,47,21,47,50
2021,Palghar,Rural,Local Body,1476,427,0,35,4
2021,Palghar,Rural,Others,2,11,29,32,1
2021,Palghar,Rural,Private Unaided (Recognized),33,54,25,40,25
2021,Palghar,Urban,Government Aided,29,33,16,27,20
2021,Palghar,Urban,Local Body,103,82,0,6,2
2021,Palghar,Urban,Others,13,47,3,34,4
2021,Palghar,Urban,Private Unaided (Recognized),41,206,27,60,112
2012,Parbhani,Rural,Government Aided,2,16,28,55,22
2012,Parbhani,Rural,Local Body,606,427,0,33,0
2012,Parbhani,Rural,Others,4,27,0,11,11
2012,Parbhani,Rural,Private Unaided (Recognized),39,11,10,11,34
2012,Parbhani,Urban,Government Aided,32,62,19,33,18
2012,Parbhani,Urban,Local Body,14,25,1,12,1
2012,Parbhani,Urban,Others,33,16,0,8,2
2012,Parbhani,Urban,Private Unaided (Recognized),97,47,3,10,39
2013,Parbhani,Rural,Government Aided,7,36,28,55,5
2013,Parbhani,Rural,Local Body,603,426,0,33,0
2013,Parbhani,Rural,Others,0,3,0,1,60
2013,Parbhani,Rural,Private Unaided (Recognized),45,14,10,21,5
2013,Parbhani,Urban,Government Aided,41,74,19,33,0
2013,Parbhani,Urban,Central Govt,0,0,0,1,0
2013,Parbhani,Urban,Local Body,24,35,1,12,0
2013,Parbhani,Urban,Others,0,2,0,0,56
2013,Parbhani,Urban,Private Unaided (Recognized),109,43,3,16,4
2014,Parbhani,Rural,Government Aided,11,42,35,58,33
2014,Parbhani,Rural,Local Body,604,427,0,33,0
2014,Parbhani,Rural,Others,0,2,0,0,1
2014,Parbhani,Rural,Private Unaided (Recognized),49,11,4,18,34
2014,Parbhani,Urban,Government Aided,58,82,21,37,18
2014,Parbhani,Urban,Central Govt,0,0,0,1,0
2014,Parbhani,Urban,Local Body,23,34,1,12,1
2014,Parbhani,Urban,Others,0,2,0,0,0
2014,Parbhani,Urban,Private Unaided (Recognized),97,39,2,11,39
2015,Parbhani,Rural,Government Aided,16,43,37,59,37
2015,Parbhani,Rural,Local Body,609,444,0,34,0
2015,Parbhani,Rural,Others,0,2,0,0,1
2015,Parbhani,Rural,Private Unaided (Recognized),45,14,2,14,33
2015,Parbhani,Urban,Government Aided,68,83,21,38,20
2015,Parbhani,Urban,Central Govt,0,0,0,1,0
2015,Parbhani,Urban,Local Body,24,37,1,14,2
2015,Parbhani,Urban,Others,0,2,0,0,0
2015,Parbhani,Urban,Private Unaided (Recognized),96,46,2,10,36
2016,Parbhani,Rural,Government Aided,17,40,37,60,33
2016,Parbhani,Rural,Local Body,608,444,0,33,0
2016,Parbhani,Rural,Others,0,2,0,0,1
2016,Parbhani,Rural,Private Unaided (Recognized),57,19,2,16,35
2016,Parbhani,Urban,Government Aided,69,84,21,37,23
2016,Parbhani,Urban,Central Govt,0,0,0,1,0
2016,Parbhani,Urban,Local Body,23,36,1,15,2
2016,Parbhani,Urban,Others,0,2,0,0,0
2016,Parbhani,Urban,Private Unaided (Recognized),94,46,2,12,33
2017,Parbhani,Rural,Government Aided,11,46,44,61,34
2017,Parbhani,Rural,Local Body,613,439,0,32,1
2017,Parbhani,Rural,Others,0,0,0,0,3
2017,Parbhani,Rural,Private Unaided (Recognized),53,24,22,21,31
2017,Parbhani,Urban,Government Aided,38,112,27,37,20
2017,Parbhani,Urban,Local Body,23,33,1,6,11
2017,Parbhani,Urban,Others,1,0,0,1,2
2017,Parbhani,Urban,Private Unaided (Recognized),55,81,3,14,29
2018,Parbhani,Rural,Government Aided,10,47,44,62,44
2018,Parbhani,Rural,Local Body,597,438,0,32,1
2018,Parbhani,Rural,Others,0,2,0,0,3
2018,Parbhani,Rural,Private Unaided (Recognized),52,23,20,19,21
2018,Parbhani,Urban,Government Aided,39,111,27,38,21
2018,Parbhani,Urban,Local Body,23,34,1,6,11
2018,Parbhani,Urban,Others,1,2,0,1,2
2018,Parbhani,Urban,Private Unaided (Recognized),50,79,5,13,28
2019,Parbhani,Rural,Government Aided,10,49,44,65,48
2019,Parbhani,Rural,Local Body,597,437,0,32,1
2019,Parbhani,Rural,Others,0,2,0,0,3
2019,Parbhani,Rural,Private Unaided (Recognized),50,23,22,15,17
2019,Parbhani,Urban,Government Aided,42,116,27,38,24
2019,Parbhani,Urban,Local Body,18,31,1,6,11
2019,Parbhani,Urban,Others,1,2,0,1,2
2019,Parbhani,Urban,Private Unaided (Recognized),49,70,9,18,27
2020,Parbhani,Rural,Government Aided,10,49,45,67,52
2020,Parbhani,Rural,Local Body,593,438,0,32,1
2020,Parbhani,Rural,Others,0,2,0,0,2
2020,Parbhani,Rural,Private Unaided (Recognized),48,21,24,14,12
2020,Parbhani,Urban,Government Aided,42,120,28,38,28
2020,Parbhani,Urban,Local Body,18,31,1,6,11
2020,Parbhani,Urban,Others,1,4,0,1,2
2020,Parbhani,Urban,Private Unaided (Recognized),44,67,10,17,24
2021,Parbhani,Rural,Government Aided,10,47,45,67,50
2021,Parbhani,Rural,Local Body,592,437,0,31,1
2021,Parbhani,Rural,Others,0,3,0,0,2
2021,Parbhani,Rural,Private Unaided (Recognized),41,18,28,12,10
2021,Parbhani,Urban,Government Aided,43,126,28,39,31
2021,Parbhani,Urban,Local Body,19,32,1,6,12
2021,Parbhani,Urban,Others,1,3,0,1,2
2021,Parbhani,Urban,Private Unaided (Recognized),47,68,11,18,25
2012,Pune,Rural,Government Aided,26,6,147,283,127
2012,Pune,Rural,Local Body,2944,788,0,0,0
2012,Pune,Rural,Others,47,34,5,21,7
2012,Pune,Rural,Private Unaided (Recognized),90,76,16,62,64
2012,Pune,Urban,Government Aided,124,138,97,101,67
2012,Pune,Urban,Local Body,30,59,2,5,3
2012,Pune,Urban,Others,126,410,16,16,35
2012,Pune,Urban,Private Unaided (Recognized),161,284,25,92,185
2013,Pune,Rural,Government Aided,40,26,148,281,0
2013,Pune,Rural,Central Govt,0,0,0,0,0
2013,Pune,Rural,Local Body,2948,789,0,0,0
2013,Pune,Rural,Others,26,7,3,16,201
2013,Pune,Rural,Private Unaided (Recognized),161,93,19,76,0
2013,Pune,Urban,Government Aided,138,153,96,105,1
2013,Pune,Urban,Central Govt,0,0,11,0,0
2013,Pune,Urban,Local Body,97,429,6,16,0
2013,Pune,Urban,Others,43,23,2,3,296
2013,Pune,Urban,Private Unaided (Recognized),174,292,29,97,2
2014,Pune,Rural,Government Aided,40,31,149,287,131
2014,Pune,Rural,Central Govt,0,0,1,0,0
2014,Pune,Rural,Local Body,2932,786,0,0,0
2014,Pune,Rural,Others,10,8,3,14,1
2014,Pune,Rural,Private Unaided (Recognized),209,104,24,74,71
2014,Pune,Urban,Government Aided,146,160,97,103,69
2014,Pune,Urban,Central Govt,0,0,12,0,0
2014,Pune,Urban,Local Body,102,421,6,16,28
2014,Pune,Urban,Others,30,18,0,3,9
2014,Pune,Urban,Private Unaided (Recognized),196,302,28,97,200
2015,Pune,Rural,Government Aided,43,33,150,292,135
2015,Pune,Rural,Central Govt,0,0,1,0,0
2015,Pune,Rural,Local Body,2916,782,0,0,0
2015,Pune,Rural,Others,11,7,3,14,1
2015,Pune,Rural,Private Unaided (Recognized),224,120,23,74,68
2015,Pune,Urban,Government Aided,151,164,99,104,80
2015,Pune,Urban,Central Govt,0,1,12,0,0
2015,Pune,Urban,Local Body,107,422,6,16,29
2015,Pune,Urban,Others,24,16,0,2,5
2015,Pune,Urban,Private Unaided (Recognized),205,304,28,101,193
2016,Pune,Rural,Government Aided,42,32,150,294,136
2016,Pune,Rural,Central Govt,0,0,2,1,0
2016,Pune,Rural,Local Body,2894,781,0,0,0
2016,Pune,Rural,Others,9,8,3,14,2
2016,Pune,Rural,Private Unaided (Recognized),231,139,23,85,69
2016,Pune,Urban,Government Aided,151,166,99,104,80
2016,Pune,Urban,Central Govt,0,1,12,0,0
2016,Pune,Urban,Local Body,100,405,6,16,28
2016,Pune,Urban,Others,25,15,0,3,2
2016,Pune,Urban,Private Unaided (Recognized),211,315,29,103,188
2017,Pune,Rural,Government Aided,44,33,172,272,132
2017,Pune,Rural,Local Body,2872,784,0,0,0
2017,Pune,Rural,Others,14,7,9,15,3
2017,Pune,Rural,Private Unaided (Recognized),191,186,68,143,62
2017,Pune,Urban,Government Aided,149,167,107,98,74
2017,Pune,Urban,Local Body,64,412,5,13,34
2017,Pune,Urban,Others,20,20,13,5,2
2017,Pune,Urban,Private Unaided (Recognized),174,341,61,146,158
2018,Pune,Rural,Government Aided,40,33,174,272,138
2018,Pune,Rural,Local Body,2851,781,0,1,0
2018,Pune,Rural,Others,12,6,9,14,4
2018,Pune,Rural,Private Unaided (Recognized),171,182,94,156,55
2018,Pune,Urban,Government Aided,149,168,106,97,83
2018,Pune,Urban,Local Body,66,401,5,12,34
2018,Pune,Urban,Others,14,16,11,1,2
2018,Pune,Urban,Private Unaided (Recognized),157,343,95,168,141
2019,Pune,Rural,Government Aided,40,34,174,274,135
2019,Pune,Rural,Local Body,2845,782,0,1,0
2019,Pune,Rural,Others,11,4,9,15,4
2019,Pune,Rural,Private Unaided (Recognized),170,192,108,165,52
2019,Pune,Urban,Government Aided,149,168,105,96,85
2019,Pune,Urban,Local Body,61,406,5,13,34
2019,Pune,Urban,Others,10,15,13,1,1
2019,Pune,Urban,Private Unaided (Recognized),148,347,97,181,137
2020,Pune,Rural,Government Aided,42,35,174,274,137
2020,Pune,Rural,Local Body,2836,782,0,1,0
2020,Pune,Rural,Others,8,3,8,15,4
2020,Pune,Rural,Private Unaided (Recognized),153,180,121,177,50
2020,Pune,Urban,Government Aided,149,169,106,95,87
2020,Pune,Urban,Local Body,56,411,5,13,34
2020,Pune,Urban,Others,10,13,13,1,1
2020,Pune,Urban,Private Unaided (Recognized),137,340,120,185,135
2021,Pune,Rural,Government Aided,39,35,170,273,141
2021,Pune,Rural,Local Body,2829,783,0,1,0
2021,Pune,Rural,Others,4,4,10,14,4
2021,Pune,Rural,Private Unaided (Recognized),140,175,141,187,49
2021,Pune,Urban,Government Aided,151,169,111,96,85
2021,Pune,Urban,Local Body,62,410,5,13,34
2021,Pune,Urban,Others,9,10,11,1,1
2021,Pune,Urban,Private Unaided (Recognized),131,323,121,179,133
2012,Raigad,Rural,Government Aided,23,8,60,141,61
2012,Raigad,Rural,Local Body,2188,655,0,0,0
2012,Raigad,Rural,Others,34,27,6,6,20
2012,Raigad,Rural,Private Unaided (Recognized),57,58,16,38,89
2012,Raigad,Urban,Government Aided,15,4,22,8,6
2012,Raigad,Urban,Local Body,19,71,0,2,5
2012,Raigad,Urban,Others,7,1,0,1,1
2012,Raigad,Urban,Private Unaided (Recognized),19,29,12,21,17
2013,Raigad,Rural,Government Aided,27,20,57,139,0
2013,Raigad,Rural,Central Govt,0,0,2,0,0
2013,Raigad,Rural,Local Body,2174,652,0,0,0
2013,Raigad,Rural,Others,20,14,4,6,167
2013,Raigad,Rural,Private Unaided (Recognized),72,64,16,37,2
2013,Raigad,Urban,Government Aided,17,4,25,10,0
2013,Raigad,Urban,Local Body,27,74,0,2,0
2013,Raigad,Urban,Others,8,2,0,1,30
2013,Raigad,Urban,Private Unaided (Recognized),27,28,12,24,0
2014,Raigad,Rural,Government Aided,29,23,61,141,69
2014,Raigad,Rural,Central Govt,0,0,2,0,0
2014,Raigad,Rural,Local Body,2170,654,0,0,0
2014,Raigad,Rural,Others,25,13,4,6,10
2014,Raigad,Rural,Private Unaided (Recognized),77,68,18,42,100
2014,Raigad,Urban,Government Aided,17,8,21,9,5
2014,Raigad,Urban,Local Body,19,72,0,2,5
2014,Raigad,Urban,Others,3,2,0,1,0
2014,Raigad,Urban,Private Unaided (Recognized),24,26,11,21,16
2015,Raigad,Rural,Government Aided,30,24,61,142,71
2015,Raigad,Rural,Central Govt,0,0,2,1,0
2015,Raigad,Rural,Local Body,2163,656,0,0,0
2015,Raigad,Rural,Others,25,17,4,6,9
2015,Raigad,Rural,Private Unaided (Recognized),86,72,18,41,97
2015,Raigad,Urban,Government Aided,17,6,21,9,5
2015,Raigad,Urban,Local Body,18,71,0,2,5
2015,Raigad,Urban,Others,3,1,0,0,0
2015,Raigad,Urban,Private Unaided (Recognized),29,26,12,25,14
2016,Raigad,Rural,Government Aided,30,24,61,143,71
2016,Raigad,Rural,Central Govt,0,0,2,0,0
2016,Raigad,Rural,Local Body,2110,655,0,0,0
2016,Raigad,Rural,Others,17,13,4,6,5
2016,Raigad,Rural,Private Unaided (Recognized),108,82,18,43,97
2016,Raigad,Urban,Government Aided,15,7,21,9,5
2016,Raigad,Urban,Local Body,16,70,0,2,5
2016,Raigad,Urban,Others,0,1,0,0,0
2016,Raigad,Urban,Private Unaided (Recognized),28,26,12,24,14
2017,Raigad,Rural,Government Aided,32,26,72,133,86
2017,Raigad,Rural,Local Body,2071,667,0,0,0
2017,Raigad,Rural,Others,22,15,6,6,3
2017,Raigad,Rural,Private Unaided (Recognized),80,93,22,53,70
2017,Raigad,Urban,Government Aided,17,8,21,10,7
2017,Raigad,Urban,Local Body,16,66,0,2,5
2017,Raigad,Urban,Others,4,1,0,0,0
2017,Raigad,Urban,Private Unaided (Recognized),31,32,16,23,15
2018,Raigad,Rural,Government Aided,32,26,72,135,87
2018,Raigad,Rural,Local Body,1984,668,0,0,0
2018,Raigad,Rural,Others,10,8,6,5,3
2018,Raigad,Rural,Private Unaided (Recognized),81,97,23,63,65
2018,Raigad,Urban,Government Aided,17,8,21,10,7
2018,Raigad,Urban,Local Body,15,66,0,2,5
2018,Raigad,Urban,Others,1,2,0,0,0
2018,Raigad,Urban,Private Unaided (Recognized),35,33,17,24,15
2019,Raigad,Rural,Government Aided,31,25,67,132,90
2019,Raigad,Rural,Local Body,1947,659,0,0,0
