Year,District,Age Group,Gender,Primary,Middle,Matriculation/Secondary,Higher Secondary/ Intermediate/ Pre University/ Senior Secondary,Non technical diploma or certificate not equal to degree,Technical diploma or certificate not equal to degree,Graduate and above
2011,Dhule,15,Male,3427,9740,4280,0,0,0,0
2011,Gadchiroli,15,Male,2672,6884,1281,0,0,0,0
2011,Gondia,15,Male,1857,9063,1843,0,0,0,0
2011,Hingoli,15,Male,2738,7379,1884,0,0,0,0
2011,Jalgaon,15,Male,7194,21928,8466,0,0,0,0
2011,Jalna,15,Male,4380,11111,2992,0,0,0,0
2011,Kolhapur,15,Male,4276,23968,7213,0,0,0,0
2011,Latur,15,Male,4036,15991,5032,0,0,0,0
2011,Mumbai City,15,Male,4022,13074,6577,0,0,0,0
2011,Mumbai Suburban,15,Male,13116,44903,20319,0,0,0,0
2011,Nagpur,15,Male,6367,24992,8140,0,0,0,0
2011,Nanded,15,Male,7916,20318,6214,0,0,0,0
2011,Nandurbar,15,Male,3939,8228,2717,0,0,0,0
2011,Nashik,15,Male,11005,33674,10830,0,0,0,0
2011,Parbhani,15,Male,4329,11197,3008,0,0,0,0
2011,Pune,15,Male,11656,43436,18663,0,0,0,0
2011,Raigad,15,Male,3528,13213,6639,0,0,0,0
2011,Ratnagiri,15,Male,2625,12065,2092,0,0,0,0
2011,Sangli,15,Male,3359,15737,6932,0,0,0,0
2011,Satara,15,Male,3149,16658,7192,0,0,0,0
2011,Sindhudurg,15,Male,943,5625,996,0,0,0,0
2011,Solapur,15,Male,6800,26707,8310,0,0,0,0
2011,Thane,15,Male,17105,48281,22582,0,0,0,0
2011,Wardha,15,Male,1844,8044,1665,0,0,0,0
2011,Washim,15,Male,2628,7322,2195,0,0,0,0
2011,Yavatmal,15,Male,7329,15591,3538,0,0,0,0
2001,Ahilyanagar,15,Female,7569,16210,7225,0,0,0,0
2001,Akola,15,Female,3629,8561,2282,0,0,0,0
2001,Amravati,15,Female,5274,13576,4263,0,0,0,0
2001,Beed,15,Female,3780,8652,2842,0,0,0,0
2001,Bhandara,15,Female,2342,7851,1308,0,0,0,0
2001,Buldhana,15,Female,6092,10021,1971,0,0,0,0
2001,Chandrapur,15,Female,5266,11378,2207,0,0,0,0
2001,Chhatrapati Sambhaji Nagar,15,Female,6126,11477,4191,0,0,0,0
2001,Dharashiv,15,Female,2858,6084,2317,0,0,0,0
2001,Dhule,15,Female,3225,6757,2699,0,0,0,0
2001,Gadchiroli,15,Female,2231,4811,590,0,0,0,0
2001,Gondia,15,Female,2542,7967,1296,0,0,0,0
2001,Hingoli,15,Female,2651,2700,669,0,0,0,0
2001,Jalgaon,15,Female,7826,14262,5753,0,0,0,0
2001,Jalna,15,Female,4163,4339,1135,0,0,0,0
2001,Kolhapur,15,Female,5688,17095,6286,0,0,0,0
2001,Latur,15,Female,4024,9631,3262,0,0,0,0
2001,Mumbai City,15,Female,5535,12849,5354,0,0,0,0
2001,Mumbai Suburban,15,Female,16529,36305,13987,0,0,0,0
2001,Nagpur,15,Female,7613,22364,6650,0,0,0,0
2001,Nanded,15,Female,6122,9165,4507,0,0,0,0
2001,Nandurbar,15,Female,2067,3879,1303,0,0,0,0
2001,Nashik,15,Female,10169,20847,8011,0,0,0,0
2001,Parbhani,15,Female,3658,4584,1781,0,0,0,0
2001,Pune,15,Female,11773,30452,14278,0,0,0,0
2001,Raigad,15,Female,5407,9033,3330,0,0,0,0
2001,Ratnagiri,15,Female,6711,7273,1449,0,0,0,0
2001,Sangli,15,Female,3833,10028,5038,0,0,0,0
2001,Satara,15,Female,4490,11570,6859,0,0,0,0
2001,Sindhudurg,15,Female,1840,4547,1162,0,0,0,0
2001,Solapur,15,Female,8119,13060,5117,0,0,0,0
2001,Thane,15,Female,15008,30606,13387,0,0,0,0
2001,Wardha,15,Female,2073,7124,2093,0,0,0,0
2001,Washim,15,Female,2467,4205,935,0,0,0,0
2001,Yavatmal,15,Female,6327,10570,2584,0,0,0,0
2011,Ahilyanagar,15,Female,5395,20154,10040,0,0,0,0
2011,Akola,15,Female,2676,10047,3179,0,0,0,0
2011,Amravati,15,Female,3740,15130,6618,0,0,0,0
2011,Beed,15,Female,3709,13444,3683,0,0,0,0
2011,Bhandara,15,Female,921,7823,1640,0,0,0,0
2011,Buldhana,15,Female,4505,13916,2829,0,0,0,0
2011,Chandrapur,15,Female,2613,13434,2963,0,0,0,0
2011,Chhatrapati Sambhaji Nagar,15,Female,5553,17210,7725,0,0,0,0
2011,Dharashiv,15,Female,1978,8801,3508,0,0,0,0
2011,Dhule,15,Female,2933,7776,3829,0,0,0,0
2011,Gadchiroli,15,Female,2227,6508,1226,0,0,0,0
2011,Gondia,15,Female,1431,9037,1973,0,0,0,0
2011,Hingoli,15,Female,2478,5701,1655,0,0,0,0
2011,Jalgaon,15,Female,6087,17747,7429,0,0,0,0
2011,Jalna,15,Female,4004,8336,2584,0,0,0,0
2011,Kolhapur,15,Female,3478,19792,6310,0,0,0,0
2011,Latur,15,Female,3351,13344,5008,0,0,0,0
2011,Mumbai City,15,Female,2779,11348,6564,0,0,0,0
2011,Mumbai Suburban,15,Female,9733,38207,19964,0,0,0,0
2011,Nagpur,15,Female,4269,23643,9507,0,0,0,0
2011,Nanded,15,Female,6932,16649,5594,0,0,0,0
2011,Nandurbar,15,Female,3265,6431,2203,0,0,0,0
2011,Nashik,15,Female,9469,28404,10318,0,0,0,0
2011,Parbhani,15,Female,3843,8893,2689,0,0,0,0
2011,Pune,15,Female,8998,37071,18235,0,0,0,0
2011,Raigad,15,Female,2977,11397,6295,0,0,0,0
2011,Ratnagiri,15,Female,2814,10789,1974,0,0,0,0
2011,Sangli,15,Female,2456,12768,6519,0,0,0,0
2011,Satara,15,Female,2652,13817,6785,0,0,0,0
2011,Sindhudurg,15,Female,837,5548,961,0,0,0,0
2011,Solapur,15,Female,5624,21729,7700,0,0,0,0
2011,Thane,15,Female,13104,41469,21714,0,0,0,0
2011,Wardha,15,Female,1040,7829,1941,0,0,0,0
2011,Washim,15,Female,2372,6241,1912,0,0,0,0
2011,Yavatmal,15,Female,6204,13923,3747,0,0,0,0
2001,Ahilyanagar,16,Male,6868,14016,20851,0,0,0,0
2001,Akola,16,Male,3247,7870,6218,0,0,0,0
2001,Amravati,16,Male,5027,11220,9259,0,0,0,0
2001,Beed,16,Male,3414,7901,11827,0,0,0,0
2001,Bhandara,16,Male,1713,6181,3788,0,0,0,0
2001,Buldhana,16,Male,4555,10105,8927,0,0,0,0
2001,Chandrapur,16,Male,4233,9942,6148,0,0,0,0
2001,Chhatrapati Sambhaji Nagar,16,Male,5069,10994,13484,0,0,0,0
2001,Dharashiv,16,Male,2323,5547,7550,0,0,0,0
2001,Dhule,16,Male,2795,5866,8338,0,0,0,0
2001,Gadchiroli,16,Male,1743,4467,2700,0,0,0,0
2001,Gondia,16,Male,1715,6155,3879,0,0,0,0
2001,Hingoli,16,Male,2333,3835,3433,0,0,0,0
2001,Jalgaon,16,Male,6823,13838,17205,0,0,0,0
2001,Jalna,16,Male,3817,5528,5569,0,0,0,0
2001,Kolhapur,16,Male,3842,12726,18557,0,0,0,0
2001,Latur,16,Male,3410,8296,11102,0,0,0,0
2001,Mumbai City,16,Male,6638,11730,11212,0,0,0,0
2001,Mumbai Suburban,16,Male,17240,32079,32156,0,0,0,0
2001,Nagpur,16,Male,7353,18624,14051,0,0,0,0
2001,Nanded,16,Male,5261,8999,14505,0,0,0,0
2001,Nandurbar,16,Male,1759,3782,4541,0,0,0,0
2001,Nashik,16,Male,9743,18089,22370,0,0,0,0
2001,Parbhani,16,Male,3258,5457,5710,0,0,0,0
2001,Pune,16,Male,10726,25961,32082,0,0,0,0
2001,Raigad,16,Male,3706,8564,7311,0,0,0,0
2001,Ratnagiri,16,Male,3175,7747,4311,0,0,0,0
2001,Sangli,16,Male,3565,8502,12795,0,0,0,0
2001,Satara,16,Male,3150,9341,15377,0,0,0,0
2001,Sindhudurg,16,Male,1132,3853,2899,0,0,0,0
2001,Solapur,16,Male,8166,13783,16176,0,0,0,0
2001,Thane,16,Male,15566,26873,28432,0,0,0,0
2001,Wardha,16,Male,1934,5672,4864,0,0,0,0
2001,Washim,16,Male,2141,4151,4265,0,0,0,0
2001,Yavatmal,16,Male,5435,10881,7783,0,0,0,0
2011,Ahilyanagar,16,Male,4536,14200,23230,0,0,0,0
2011,Akola,16,Male,2179,6797,8177,0,0,0,0
2011,Amravati,16,Male,3834,10336,13550,0,0,0,0
2011,Beed,16,Male,2985,10457,12599,0,0,0,0
2011,Bhandara,16,Male,953,4795,5465,0,0,0,0
2011,Buldhana,16,Male,3258,10751,11072,0,0,0,0
2011,Chandrapur,16,Male,2570,9376,8595,0,0,0,0
2011,Chhatrapati Sambhaji Nagar,16,Male,4725,12316,19080,0,0,0,0
2011,Dharashiv,16,Male,1601,6601,8337,0,0,0,0
2011,Dhule,16,Male,2329,5985,8846,0,0,0,0
2011,Gadchiroli,16,Male,1804,4917,4103,0,0,0,0
2011,Gondia,16,Male,1183,5851,6020,0,0,0,0
2011,Hingoli,16,Male,1974,5263,4534,0,0,0,0
2011,Jalgaon,16,Male,5149,13095,19070,0,0,0,0
2011,Jalna,16,Male,3266,7531,7683,0,0,0,0
2011,Kolhapur,16,Male,2330,13940,18785,0,0,0,0
2011,Latur,16,Male,2677,9825,11907,0,0,0,0
2011,Mumbai City,16,Male,2916,7005,13118,0,0,0,0
2011,Mumbai Suburban,16,Male,9389,24028,42758,0,0,0,0
2011,Nagpur,16,Male,4624,15735,20116,0,0,0,0
2011,Nanded,16,Male,6057,14316,13420,0,0,0,0
2011,Nandurbar,16,Male,2669,5525,6207,0,0,0,0
2011,Nashik,16,Male,8237,20719,26812,0,0,0,0
2011,Parbhani,16,Male,3205,7636,7353,0,0,0,0
2011,Pune,16,Male,7556,25031,40798,0,0,0,0
2011,Raigad,16,Male,2374,7557,11935,0,0,0,0
2011,Ratnagiri,16,Male,1382,6748,6872,0,0,0,0
2011,Sangli,16,Male,2196,8584,14933,0,0,0,0
2011,Satara,16,Male,1924,9156,15702,0,0,0,0
2011,Sindhudurg,16,Male,453,3250,3501,0,0,0,0
2011,Solapur,16,Male,5195,16055,20879,0,0,0,0
2011,Thane,16,Male,12787,28770,44104,0,0,0,0
2011,Wardha,16,Male,1148,5029,5435,0,0,0,0
2011,Washim,16,Male,1751,4450,5543,0,0,0,0
2011,Yavatmal,16,Male,5373,11338,10161,0,0,0,0
2001,Ahilyanagar,16,Female,6002,9750,14981,0,0,0,0
2001,Akola,16,Female,3039,6371,6286,0,0,0,0
2001,Amravati,16,Female,4122,9926,11183,0,0,0,0
2001,Beed,16,Female,2789,4193,7168,0,0,0,0
2001,Bhandara,16,Female,1365,6382,4065,0,0,0,0
2001,Buldhana,16,Female,5019,6522,6191,0,0,0,0
2001,Chandrapur,16,Female,3635,9489,6347,0,0,0,0
2001,Chhatrapati Sambhaji Nagar,16,Female,4634,6776,9394,0,0,0,0
2001,Dharashiv,16,Female,2382,3557,4891,0,0,0,0
2001,Dhule,16,Female,2547,4187,6513,0,0,0,0
2001,Gadchiroli,16,Female,1524,3676,2331,0,0,0,0
2001,Gondia,16,Female,1704,6070,4267,0,0,0,0
2001,Hingoli,16,Female,2307,1679,1679,0,0,0,0
2001,Jalgaon,16,Female,6378,9249,12795,0,0,0,0
2001,Jalna,16,Female,3281,2614,2783,0,0,0,0
2001,Kolhapur,16,Female,4276,9183,14571,0,0,0,0
2001,Latur,16,Female,3507,5523,7640,0,0,0,0
2001,Mumbai City,16,Female,4479,9035,11216,0,0,0,0
2001,Mumbai Suburban,16,Female,14095,23640,31767,0,0,0,0
2001,Nagpur,16,Female,5361,17774,16527,0,0,0,0
2001,Nanded,16,Female,4765,5218,8880,0,0,0,0
2001,Nandurbar,16,Female,1574,2403,3350,0,0,0,0
2001,Nashik,16,Female,8304,12834,18554,0,0,0,0
2001,Parbhani,16,Female,3033,2833,3631,0,0,0,0
2001,Pune,16,Female,9686,18829,28910,0,0,0,0
2001,Raigad,16,Female,4729,7220,6270,0,0,0,0
2001,Ratnagiri,16,Female,6275,5569,3584,0,0,0,0
2001,Sangli,16,Female,2848,5677,9898,0,0,0,0
2001,Satara,16,Female,3570,6699,11928,0,0,0,0
2001,Sindhudurg,16,Female,1614,3348,2872,0,0,0,0
2001,Solapur,16,Female,7004,8263,10296,0,0,0,0
2001,Thane,16,Female,12186,20311,27223,0,0,0,0
2001,Wardha,16,Female,1379,5183,5816,0,0,0,0
2001,Washim,16,Female,2086,2631,2970,0,0,0,0
2001,Yavatmal,16,Female,4873,7962,7160,0,0,0,0
2011,Ahilyanagar,16,Female,3874,10779,20314,0,0,0,0
2011,Akola,16,Female,1852,5742,8578,0,0,0,0
2011,Amravati,16,Female,2940,8549,14680,0,0,0,0
2011,Beed,16,Female,2656,7538,10253,0,0,0,0
2011,Bhandara,16,Female,515,4453,6055,0,0,0,0
2011,Buldhana,16,Female,3293,8687,9507,0,0,0,0
2011,Chandrapur,16,Female,1631,8113,9400,0,0,0,0
2011,Chhatrapati Sambhaji Nagar,16,Female,4220,8894,16394,0,0,0,0
2011,Dharashiv,16,Female,1365,4960,7558,0,0,0,0
2011,Dhule,16,Female,2136,4452,7494,0,0,0,0
2011,Gadchiroli,16,Female,1548,4214,4215,0,0,0,0
2011,Gondia,16,Female,773,5474,6642,0,0,0,0
2011,Hingoli,16,Female,1886,3772,3665,0,0,0,0
2011,Jalgaon,16,Female,4745,9996,16382,0,0,0,0
2011,Jalna,16,Female,3037,5132,6083,0,0,0,0
2011,Kolhapur,16,Female,2036,10247,16400,0,0,0,0
2011,Latur,16,Female,2374,7584,10984,0,0,0,0
2011,Mumbai City,16,Female,2073,5057,12771,0,0,0,0
2011,Mumbai Suburban,16,Female,7474,17751,40312,0,0,0,0
2011,Nagpur,16,Female,2942,12783,22401,0,0,0,0
2011,Nanded,16,Female,5577,11104,11545,0,0,0,0
2011,Nandurbar,16,Female,2258,4042,5267,0,0,0,0
2011,Nashik,16,Female,7538,16171,24086,0,0,0,0
2011,Parbhani,16,Female,3098,5679,6128,0,0,0,0
2011,Pune,16,Female,6323,18782,38607,0,0,0,0
2011,Raigad,16,Female,2224,6240,11509,0,0,0,0
2011,Ratnagiri,16,Female,2141,5645,6419,0,0,0,0
2011,Sangli,16,Female,1591,6019,13273,0,0,0,0
2011,Satara,16,Female,1875,7027,13949,0,0,0,0
2011,Sindhudurg,16,Female,452,2932,3688,0,0,0,0
2011,Solapur,16,Female,4221,11568,17752,0,0,0,0
2011,Thane,16,Female,9913,22088,41119,0,0,0,0
2011,Wardha,16,Female,653,4175,6002,0,0,0,0
2011,Washim,16,Female,1661,3601,5063,0,0,0,0
2011,Yavatmal,16,Female,4569,9197,10464,0,0,0,0
2001,Ahilyanagar,17,Male,4699,7779,21344,0,0,0,0
2001,Akola,17,Male,2005,4269,6865,0,0,0,0
2001,Amravati,17,Male,3154,6269,10331,0,0,0,0
2001,Beed,17,Male,1899,3135,11840,0,0,0,0
2001,Bhandara,17,Male,1123,3747,4750,0,0,0,0
2001,Buldhana,17,Male,3097,5453,9575,0,0,0,0
2001,Chandrapur,17,Male,2618,6255,7702,0,0,0,0
2001,Chhatrapati Sambhaji Nagar,17,Male,3279,5729,14415,0,0,0,0
2001,Dharashiv,17,Male,1501,2729,7544,0,0,0,0
2001,Dhule,17,Male,1578,2777,8697,0,0,0,0
2001,Gadchiroli,17,Male,1021,2540,3372,0,0,0,0
2001,Gondia,17,Male,1146,3691,4976,0,0,0,0
2001,Hingoli,17,Male,1286,1921,3309,0,0,0,0
2001,Jalgaon,17,Male,4579,7446,18370,0,0,0,0
2001,Jalna,17,Male,2345,2796,5375,0,0,0,0
2001,Kolhapur,17,Male,3062,7027,21785,0,0,0,0
2001,Latur,17,Male,1920,3792,11330,0,0,0,0
2001,Mumbai City,17,Male,5710,8686,15155,0,0,0,0
2001,Mumbai Suburban,17,Male,13865,22540,42301,0,0,0,0
2001,Nagpur,17,Male,4721,11778,17242,0,0,0,0
2001,Nanded,17,Male,2836,3844,12494,0,0,0,0
2001,Nandurbar,17,Male,1041,1877,4770,0,0,0,0
2001,Nashik,17,Male,6349,10068,24297,0,0,0,0
2001,Parbhani,17,Male,1787,2671,5547,0,0,0,0
2001,Pune,17,Male,8283,16416,38342,0,0,0,0
2001,Raigad,17,Male,2762,5940,8515,0,0,0,0
2001,Ratnagiri,17,Male,2304,4768,5802,0,0,0,0
2001,Sangli,17,Male,2567,4972,14416,0,0,0,0
2001,Satara,17,Male,2483,5761,16931,0,0,0,0
2001,Sindhudurg,17,Male,833,2524,3856,0,0,0,0
2001,Solapur,17,Male,5646,8091,17061,0,0,0,0
2001,Thane,17,Male,11279,17775,34696,0,0,0,0
2001,Wardha,17,Male,1308,3461,5337,0,0,0,0
2001,Washim,17,Male,1331,2078,4434,0,0,0,0
2001,Yavatmal,17,Male,3733,6429,8645,0,0,0,0
2011,Ahilyanagar,17,Male,3969,7838,28581,0,0,0,0
2011,Akola,17,Male,1793,3811,10416,0,0,0,0
2011,Amravati,17,Male,3186,6371,16046,0,0,0,0
2011,Beed,17,Male,2429,4973,16261,0,0,0,0
2011,Bhandara,17,Male,826,2720,7243,0,0,0,0
2011,Buldhana,17,Male,2678,5601,14739,0,0,0,0
2011,Chandrapur,17,Male,2009,5497,11922,0,0,0,0
2011,Chhatrapati Sambhaji Nagar,17,Male,4138,6578,23818,0,0,0,0
2011,Dharashiv,17,Male,1537,3666,11074,0,0,0,0
2011,Dhule,17,Male,1804,3119,11141,0,0,0,0
2011,Gadchiroli,17,Male,1477,2959,5775,0,0,0,0
2011,Gondia,17,Male,960,3350,8139,0,0,0,0
2011,Hingoli,17,Male,1649,2679,6108,0,0,0,0
2011,Jalgaon,17,Male,4303,6983,24165,0,0,0,0
2011,Jalna,17,Male,2764,4083,9869,0,0,0,0
2011,Kolhapur,17,Male,1958,6955,26257,0,0,0,0
2011,Latur,17,Male,2295,5117,15357,0,0,0,0
2011,Mumbai City,17,Male,2927,4832,16569,0,0,0,0
2011,Mumbai Suburban,17,Male,8610,15966,54067,0,0,0,0
2011,Nagpur,17,Male,4255,9710,24985,0,0,0,0
2011,Nanded,17,Male,4772,7879,17076,0,0,0,0
2011,Nandurbar,17,Male,1961,2731,7787,0,0,0,0
2011,Nashik,17,Male,7021,11615,33176,0,0,0,0
2011,Parbhani,17,Male,2584,4266,9311,0,0,0,0
2011,Pune,17,Male,6622,15136,52763,0,0,0,0
2011,Raigad,17,Male,2071,4844,14278,0,0,0,0
2011,Ratnagiri,17,Male,1238,3148,9835,0,0,0,0
2011,Sangli,17,Male,1921,5027,18056,0,0,0,0
2011,Satara,17,Male,1670,5149,19387,0,0,0,0
2011,Sindhudurg,17,Male,353,1573,5278,0,0,0,0
2011,Solapur,17,Male,4729,8685,26380,0,0,0,0
2011,Thane,17,Male,11101,18531,55935,0,0,0,0
2011,Wardha,17,Male,971,3340,7016,0,0,0,0
2011,Washim,17,Male,1379,2344,7277,0,0,0,0
2011,Yavatmal,17,Male,4122,6854,13498,0,0,0,0
2001,Ahilyanagar,17,Female,3964,4998,14752,0,0,0,0
2001,Akola,17,Female,1876,3287,6842,0,0,0,0
2001,Amravati,17,Female,2475,5233,11504,0,0,0,0
2001,Beed,17,Female,1612,1552,6719,0,0,0,0
2001,Bhandara,17,Female,910,3964,4886,0,0,0,0
2001,Buldhana,17,Female,3587,3561,6404,0,0,0,0
2001,Chandrapur,17,Female,2169,5917,7430,0,0,0,0
2001,Chhatrapati Sambhaji Nagar,17,Female,2979,3235,9532,0,0,0,0
2001,Dharashiv,17,Female,1718,1881,5001,0,0,0,0
2001,Dhule,17,Female,1466,1920,6356,0,0,0,0
2001,Gadchiroli,17,Female,934,2067,2559,0,0,0,0
2001,Gondia,17,Female,1292,3609,4983,0,0,0,0
2001,Hingoli,17,Female,1433,917,1606,0,0,0,0
2001,Jalgaon,17,Female,4311,5012,13508,0,0,0,0
2001,Jalna,17,Female,2085,1297,2756,0,0,0,0
2001,Kolhapur,17,Female,3120,4708,15092,0,0,0,0
2001,Latur,17,Female,2312,2670,7793,0,0,0,0
2001,Mumbai City,17,Female,3597,5702,13587,0,0,0,0
2001,Mumbai Suburban,17,Female,10783,14316,36989,0,0,0,0
2001,Nagpur,17,Female,3417,10997,18245,0,0,0,0
2001,Nanded,17,Female,2632,2259,7660,0,0,0,0
2001,Nandurbar,17,Female,925,980,3288,0,0,0,0
2001,Nashik,17,Female,5410,6880,18565,0,0,0,0
2001,Parbhani,17,Female,1795,1465,3356,0,0,0,0
2001,Pune,17,Female,6831,10866,31527,0,0,0,0
2001,Raigad,17,Female,3788,5227,7194,0,0,0,0
2001,Ratnagiri,17,Female,5735,3899,4570,0,0,0,0
2001,Sangli,17,Female,2155,3013,10494,0,0,0,0
2001,Satara,17,Female,2607,4232,12553,0,0,0,0
2001,Sindhudurg,17,Female,1335,2290,3457,0,0,0,0
2001,Solapur,17,Female,4668,4486,10258,0,0,0,0
2001,Thane,17,Female,8423,11942,30454,0,0,0,0
2001,Wardha,17,Female,896,3112,5923,0,0,0,0
2001,Washim,17,Female,1488,1445,3117,0,0,0,0
2001,Yavatmal,17,Female,3226,4606,7706,0,0,0,0
2011,Ahilyanagar,17,Female,3566,5967,23859,0,0,0,0
2011,Akola,17,Female,1572,2982,10362,0,0,0,0
2011,Amravati,17,Female,2429,4756,17395,0,0,0,0
2011,Beed,17,Female,2030,3325,12091,0,0,0,0
2011,Bhandara,17,Female,364,2072,8209,0,0,0,0
2011,Buldhana,17,Female,2729,4281,12313,0,0,0,0
2011,Chandrapur,17,Female,1426,4408,13171,0,0,0,0
2011,Chhatrapati Sambhaji Nagar,17,Female,3620,4524,18607,0,0,0,0
2011,Dharashiv,17,Female,1319,2567,9046,0,0,0,0
2011,Dhule,17,Female,1637,2236,9170,0,0,0,0
2011,Gadchiroli,17,Female,1245,2508,5652,0,0,0,0
2011,Gondia,17,Female,620,2846,9109,0,0,0,0
2011,Hingoli,17,Female,1503,1793,4232,0,0,0,0
2011,Jalgaon,17,Female,4147,5340,19277,0,0,0,0
2011,Jalna,17,Female,2493,2548,6754,0,0,0,0
2011,Kolhapur,17,Female,1839,5156,22049,0,0,0,0
2011,Latur,17,Female,2145,3844,13184,0,0,0,0
2011,Mumbai City,17,Female,1700,2997,15282,0,0,0,0
2011,Mumbai Suburban,17,Female,6843,10688,47728,0,0,0,0
2011,Nagpur,17,Female,2393,7579,27105,0,0,0,0
2011,Nanded,17,Female,4409,5595,13329,0,0,0,0
2011,Nandurbar,17,Female,1726,2071,6330,0,0,0,0
2011,Nashik,17,Female,6407,8711,29032,0,0,0,0
2011,Parbhani,17,Female,2376,2946,6864,0,0,0,0
2011,Pune,17,Female,5789,10700,48641,0,0,0,0
2011,Raigad,17,Female,2005,3851,13028,0,0,0,0
2011,Ratnagiri,17,Female,2177,2655,8431,0,0,0,0
2011,Sangli,17,Female,1466,3449,15085,0,0,0,0
2011,Satara,17,Female,1684,4134,16904,0,0,0,0
2011,Sindhudurg,17,Female,406,1221,5151,0,0,0,0
2011,Solapur,17,Female,3913,6274,20824,0,0,0,0
2011,Thane,17,Female,8521,12967,49619,0,0,0,0
2011,Wardha,17,Female,504,2247,7798,0,0,0,0
2011,Washim,17,Female,1346,1954,5836,0,0,0,0
2011,Yavatmal,17,Female,3632,5170,12971,0,0,0,0
2001,Ahilyanagar,18,Male,7370,9799,16613,14017,10,1221,0
2001,Akola,18,Male,3306,5815,7084,3970,0,102,0
2001,Amravati,18,Male,5126,9110,10103,5966,5,302,0
2001,Beed,18,Male,3706,4225,8911,8969,3,328,0
2001,Bhandara,18,Male,1699,4698,4771,2157,0,66,0
2001,Buldhana,18,Male,4609,6609,8603,5165,1,236,0
2001,Chandrapur,18,Male,3762,7942,7923,3907,8,136,0
2001,Chhatrapati Sambhaji Nagar,18,Male,5705,8144,13469,9135,0,376,0
2001,Dharashiv,18,Male,2746,4077,6350,5172,1,235,0
2001,Dhule,18,Male,2793,3730,7292,5911,2,457,0
2001,Gadchiroli,18,Male,1524,3114,3479,1479,0,38,0
2001,Gondia,18,Male,1785,4356,4761,2361,0,55,0
2001,Hingoli,18,Male,2441,2748,3210,2069,0,48,0
2001,Jalgaon,18,Male,7601,9798,15377,10946,13,1199,0
2001,Jalna,18,Male,3928,4029,5193,3310,2,100,0
2001,Kolhapur,18,Male,4693,8275,16037,13231,18,956,0
2001,Latur,18,Male,3589,5665,9065,8157,4,402,0
2001,Mumbai City,18,Male,10833,13084,13489,9996,11,305,0
2001,Mumbai Suburban,18,Male,24454,31753,36643,27420,47,1372,0
2001,Nagpur,18,Male,7476,15921,15500,10596,11,791,0
2001,Nanded,18,Male,6252,6601,11178,11399,7,281,0
2001,Nandurbar,18,Male,1491,1932,3865,3164,1,218,0
2001,Nashik,18,Male,10370,13229,20468,15147,11,1313,0
2001,Parbhani,18,Male,3433,4181,5089,3899,0,125,0
2001,Pune,18,Male,13041,21080,29150,25265,61,2214,0
2001,Raigad,18,Male,4364,7608,6936,4547,3,428,0
2001,Ratnagiri,18,Male,3162,4863,4782,2434,0,213,0
2001,Sangli,18,Male,4242,5968,10682,8389,18,595,0
2001,Satara,18,Male,3906,6891,11513,9216,12,526,0
2001,Sindhudurg,18,Male,1328,3034,2872,1877,1,95,0
2001,Solapur,18,Male,9241,10874,13888,10652,7,565,0
2001,Thane,18,Male,21141,25395,29717,21306,35,1573,0
2001,Wardha,18,Male,1998,4450,5214,3193,0,158,0
2001,Washim,18,Male,2038,2822,3974,2852,0,61,0
2001,Yavatmal,18,Male,5566,7935,8635,5029,0,244,0
2011,Ahilyanagar,18,Male,5191,7425,13147,18113,109,1734,0
2011,Akola,18,Male,2350,3806,5785,6088,12,315,0
2011,Amravati,18,Male,3851,6324,8335,9836,15,802,0
2011,Beed,18,Male,3486,5220,10029,10934,23,640,0
2011,Bhandara,18,Male,961,2556,3974,3818,6,284,0
2011,Buldhana,18,Male,3309,4874,8431,8226,22,539,0
2011,Chandrapur,18,Male,2592,5578,7537,6035,18,539,0
2011,Chhatrapati Sambhaji Nagar,18,Male,5749,7170,13148,14886,84,837,0
2011,Dharashiv,18,Male,1934,3581,6365,6661,20,606,0
2011,Dhule,18,Male,2322,2814,5355,7053,83,705,0
2011,Gadchiroli,18,Male,1669,2702,3511,2664,2,109,0
2011,Gondia,18,Male,971,3043,4351,3850,5,224,0
2011,Hingoli,18,Male,2398,2799,4293,3697,1,144,0
2011,Jalgaon,18,Male,6076,7059,12545,14627,203,1637,0
2011,Jalna,18,Male,3843,4366,6345,5937,4,288,0
2011,Kolhapur,18,Male,2479,5559,13274,14165,201,1926,0
2011,Latur,18,Male,3189,5041,8528,9790,18,837,0
2011,Mumbai City,18,Male,4913,5823,8453,11791,89,545,0
2011,Mumbai Suburban,18,Male,13775,18017,28083,38493,285,1841,0
2011,Nagpur,18,Male,5358,9991,13454,15324,43,1432,0
2011,Nanded,18,Male,6904,8125,11784,10808,21,693,0
2011,Nandurbar,18,Male,2230,2168,4018,4835,35,327,0
2011,Nashik,18,Male,8882,10968,17420,18557,232,2486,0
2011,Parbhani,18,Male,4125,4923,6311,5961,9,377,0
2011,Pune,18,Male,9266,15042,25948,35831,673,3642,0
2011,Raigad,18,Male,2819,4856,6792,8592,137,1044,0
2011,Ratnagiri,18,Male,1459,2402,5441,4495,23,569,0
2011,Sangli,18,Male,2482,4883,8201,10701,201,1192,0
2011,Satara,18,Male,2146,4695,7967,11630,211,1428,0
2011,Sindhudurg,18,Male,493,1212,2817,2640,7,215,0
2011,Solapur,18,Male,6684,8912,14411,15888,278,1686,0
2011,Thane,18,Male,15772,19656,28273,36829,500,2621,0
