District,Year,Type of Court,Number of Functioning courts,Total Cases,Approved Judge Posts,Judge Positions Filled,Number of Regular Original Cases,Number of Miscellaneous Original Cases,Number of Regular Appeal Cases,Number of Miscellaneous Appeal Cases
Satara,2012,Public Court,0,2150,0,0,589,1512,21,28
Satara,2012,Labor Court,1,206,1,1,197,9,,
Satara,2012,Industrial Court,1,178,1,1,44,75,52,7
Satara,2012,Family Court,,,,,,,,
Satara,2012,District Magistrate And Executive Magistrate,,,,,,,,
Satara,2012,Customer Forum,1,290,3,2,290,,,
Satara,2013,Civil Court,64,5419,,64,1808,1535,913,1163
Satara,2013,Criminal Court,58,10291,,58,2198,6184,339,1570
Satara,2013,Public Court,0,6263,,0,491,5670,63,39
Satara,2013,Labor Court,1,204,,1,84,120,0,0
Satara,2013,Industrial Court,1,135,,1,84,9,40,2
Satara,2013,Family Court,0,0,,0,0,0,0,0
Satara,2013,District Magistrate And Executive Magistrate,,,,,,,,
Satara,2013,Customer Forum,1,120,,1,120,0,0,0
Satara,2014,Civil Court,61,10029,61,61,4137,3562,1250,1080
Satara,2014,Criminal Court,55,20485,55,55,2443,16308,502,1232
Satara,2014,Public Court,0,1183,0,0,421,672,26,64
Satara,2014,Labor Court,1,224,1,1,121,103,0,0
Satara,2014,Industrial Court,1,46,1,0,19,27,0,0
Satara,2014,Family Court,0,0,0,0,0,0,0,0
Satara,2014,District Magistrate And Executive Magistrate,,,,,,,,
Satara,2014,Customer Forum,1,282,1,1,230,52,0,0
Satara,2015,Civil Court,63,7449,63,63,2724,2635,1140,950
Satara,2015,Criminal Court,56,15149,56,56,1624,11049,814,1662
Satara,2015,Public Court,0,3144,0,0,1100,1793,114,137
Satara,2015,Labor Court,1,292,1,1,178,114,0,0
Satara,2015,Industrial Court,1,635,1,1,594,32,9,0
Satara,2015,Family Court,0,0,0,0,0,0,0,0
Satara,2015,District Magistrate And Executive Magistrate,20,5071,20,20,,,,
Satara,2015,Customer Forum,1,346,1,1,346,0,0,0
Satara,2016,Civil Court,63,7979,63,63,2830,2343,1321,1485
Satara,2016,Criminal Court,56,20899,56,56,2051,13660,1760,3428
Satara,2016,Public Court,0,13842,0,0,3227,7281,2210,1124
Satara,2016,Labor Court,1,309,1,1,131,178,0,0
Satara,2016,Industrial Court,1,230,1,1,218,12,0,0
Satara,2016,Family Court,0,0,0,0,0,0,0,0
Satara,2016,District Magistrate And Executive Magistrate,,,,,,,,
Satara,2016,Customer Forum,1,349,1,1,349,0,0,0
Satara,2017,Civil Court,65,6678,65,65,3246,2126,410,896
Satara,2017,Criminal Court,60,11158,60,60,1901,8116,299,842
Satara,2017,Public Court,0,14693,0,0,3315,9458,702,1218
Satara,2017,Labor Court,1,62,1,1,61,1,0,0
Satara,2017,Industrial Court,1,158,1,1,73,6,64,15
Satara,2017,Family Court,0,0,0,0,0,0,0,0
Satara,2017,District Magistrate And Executive Magistrate,20,9774,20,20,9774,0,0,0
Satara,2017,Customer Forum,1,553,1,1,553,0,0,0
Satara,2018,Civil Court,68,5575,68,68,2200,785,782,1808
Satara,2018,Criminal Court,57,18532,57,57,1669,15638,183,1042
Satara,2018,Public Court,0,20773,0,0,2120,18528,55,70
Satara,2018,Labor Court,1,58,1,1,56,2,0,0
Satara,2018,Industrial Court,1,179,1,1,84,17,78,0
Satara,2018,Family Court,0,0,0,0,0,0,0,0
Satara,2018,District Magistrate And Executive Magistrate,20,7300,20,20,7300,0,0,0
Satara,2018,Customer Forum,1,491,1,1,491,0,0,0
Satara,2019,Civil Court,62,7269,62,62,2603,2627,646,1393
Satara,2019,Criminal Court,60,17628,60,60,2026,12641,574,2387
Satara,2019,Public Court,0,2860,0,0,1295,1254,80,231
Satara,2019,Labor Court,1,215,1,1,103,112,0,0
Satara,2019,Industrial Court,1,85,1,1,30,13,42,0
Satara,2019,Family Court,0,0,0,0,0,0,0,0
Satara,2019,District Magistrate And Executive Magistrate,20,6599,20,20,6599,0,0,0
Satara,2019,Customer Forum,1,390,1,1,390,0,0,0
Satara,2020,Civil Court,62,2735,62,62,815,1188,234,498
Satara,2020,Criminal Court,60,6801,60,60,809,3894,173,1925
Satara,2020,Public Court,0,0,0,0,0,0,0,0
Satara,2020,Labor Court,1,55,1,1,27,28,0,0
Satara,2020,Industrial Court,1,75,1,1,38,16,21,0
Satara,2020,Family Court,0,0,0,0,0,0,0,0
Satara,2020,District Magistrate And Executive Magistrate,20,4621,20,20,4621,0,0,0
Satara,2020,Customer Forum,1,117,1,1,117,0,0,0
Satara,2021,Civil Court,80,7270,80,80,2716,3115,369,1070
Satara,2021,Criminal Court,64,16090,64,64,827,12996,268,1999
Satara,2021,Public Court,0,6201,0,0,3337,2340,178,346
Satara,2021,Labor Court,1,219,1,1,74,145,0,0
Satara,2021,Industrial Court,1,113,1,1,68,24,21,0
Satara,2021,Family Court,0,0,0,0,0,0,0,0
Satara,2021,District Magistrate And Executive Magistrate,20,3985,20,20,3985,0,0,0
Satara,2021,Customer Forum,1,122,1,1,122,0,0,0
Sindhudurg,2012,Civil Court,9,2182,14,14,649,1415,87,31
Sindhudurg,2012,Criminal Court,9,3079,14,14,1818,1148,91,22
Sindhudurg,2012,Public Court,,198,,,177,21,,
Sindhudurg,2012,Labor Court,1,16,1,1,11,5,,
Sindhudurg,2012,Industrial Court,2,34,2,2,7,10,17,
Sindhudurg,2012,Family Court,,,,,,,,
Sindhudurg,2012,District Magistrate And Executive Magistrate,11,1079,11,11,1079,,,
Sindhudurg,2012,Customer Forum,1,33,3,3,16,17,,
Sindhudurg,2013,Civil Court,12,1769,12,12,884,390,222,273
Sindhudurg,2013,Criminal Court,12,3747,12,12,1837,1514,133,263
Sindhudurg,2013,Public Court,,100,,,74,26,,
Sindhudurg,2013,Labor Court,1,25,1,1,22,3,,
Sindhudurg,2013,Industrial Court,2,41,2,2,20,0,21,
Sindhudurg,2013,Family Court,,,,,,,,
Sindhudurg,2013,District Magistrate And Executive Magistrate,12,1415,12,12,1415,,,
Sindhudurg,2013,Customer Forum,1,62,3,2,47,15,,
Sindhudurg,2014,Civil Court,14,1803,13,13,1092,394,236,81
Sindhudurg,2014,Criminal Court,14,4071,13,13,1649,2230,178,14
Sindhudurg,2014,Public Court,,448,,,143,299,0,6
Sindhudurg,2014,Labor Court,1,33,1,1,29,4,,
Sindhudurg,2014,Industrial Court,2,22,2,2,3,0,19,
Sindhudurg,2014,Family Court,,,,,,,,
Sindhudurg,2014,District Magistrate And Executive Magistrate,12,1982,12,12,1852,125,5,
Sindhudurg,2014,Customer Forum,1,78,3,2,57,21,0,0
Sindhudurg,2015,Civil Court,11,1621,11,11,1041,470,93,17
Sindhudurg,2015,Criminal Court,11,4131,11,11,1773,2236,67,55
Sindhudurg,2015,Public Court,0,731,0,0,256,475,0,0
Sindhudurg,2015,Labor Court,1,274,1,1,272,2,0,0
Sindhudurg,2015,Industrial Court,2,82,2,2,40,0,42,0
Sindhudurg,2015,Family Court,0,0,0,0,0,0,0,0
Sindhudurg,2015,District Magistrate And Executive Magistrate,12,772,12,12,750,0,12,0
Sindhudurg,2015,Customer Forum,1,80,3,2,53,27,0,0
Sindhudurg,2016,Civil Court,12,1496,11,11,947,440,75,34
Sindhudurg,2016,Criminal Court,12,3614,11,11,1177,2207,171,59
Sindhudurg,2016,Public Court,0,661,0,0,419,232,9,1
Sindhudurg,2016,Labor Court,1,302,1,1,291,11,0,0
Sindhudurg,2016,Industrial Court,2,27,2,2,13,0,14,0
Sindhudurg,2016,Family Court,0,0,0,0,0,0,0,0
Sindhudurg,2016,District Magistrate And Executive Magistrate,12,937,12,12,926,11,0,0
Sindhudurg,2016,Customer Forum,1,66,3,2,47,19,0,0
Sindhudurg,2017,Civil Court,12,2381,11,11,1517,651,173,40
Sindhudurg,2017,Criminal Court,12,4020,11,11,1673,2244,58,45
Sindhudurg,2017,Public Court,0,739,0,0,378,359,2,0
Sindhudurg,2017,Labor Court,1,143,1,1,134,9,0,0
Sindhudurg,2017,Industrial Court,2,43,2,2,10,2,31,0
Sindhudurg,2017,Family Court,0,0,0,0,0,0,0,0
Sindhudurg,2017,District Magistrate And Executive Magistrate,12,964,12,12,962,2,0,0
Sindhudurg,2017,Customer Forum,1,54,3,2,37,17,0,0
Sindhudurg,2018,Civil Court,13,1666,13,12,975,432,131,128
Sindhudurg,2018,Criminal Court,,3434,,,2022,1196,43,173
Sindhudurg,2018,Public Court,,970,,,839,127,4,0
Sindhudurg,2018,Labor Court,1,15,1,1,15,0,0,0
Sindhudurg,2018,Industrial Court,2,32,2,2,32,0,0,0
Sindhudurg,2018,Family Court,0,0,0,0,0,0,0,0
Sindhudurg,2018,District Magistrate And Executive Magistrate,12,896,12,12,896,0,0,0
Sindhudurg,2018,Customer Forum,1,27,3,2,23,4,0,0
Sindhudurg,2019,Civil Court,16,1539,16,14,574,753,166,46
Sindhudurg,2019,Criminal Court,16,3661,16,14,1455,2114,30,62
Sindhudurg,2019,Public Court,16,379,16,14,166,211,1,1
Sindhudurg,2019,Labor Court,1,239,1,1,239,0,0,0
Sindhudurg,2019,Industrial Court,2,29,2,1,16,2,11,0
Sindhudurg,2019,Family Court,,,,,,,,
Sindhudurg,2019,District Magistrate And Executive Magistrate,12,903,12,12,903,0,0,0
Sindhudurg,2019,Customer Forum,1,31,3,0,23,8,0,0
Sindhudurg,2020,Civil Court,17,561,17,15,291,92,48,130
Sindhudurg,2020,Criminal Court,17,2100,17,15,563,1210,43,284
Sindhudurg,2020,Public Court,17,90,17,15,66,20,0,4
Sindhudurg,2020,Labor Court,1,15,1,1,15,0,0,0
Sindhudurg,2020,Industrial Court,2,2,2,1,1,0,1,0
Sindhudurg,2020,Family Court,,,,,,,,
Sindhudurg,2020,District Magistrate And Executive Magistrate,12,1312,12,12,1312,0,0,0
Sindhudurg,2020,Customer Forum,1,38,3,0,31,7,0,0
Sindhudurg,2021,Civil Court,17,798,17,15,439,167,58,134
Sindhudurg,2021,Criminal Court,17,3170,17,15,923,1936,45,266
Sindhudurg,2021,Public Court,17,787,17,15,307,382,32,66
Sindhudurg,2021,Labor Court,1,75,1,1,11,64,0,0
Sindhudurg,2021,Industrial Court,2,8,2,2,5,2,1,0
Sindhudurg,2021,Family Court,,,,,,,,
Sindhudurg,2021,District Magistrate And Executive Magistrate,13,1137,13,13,1135,0,2,0
Sindhudurg,2021,Customer Forum,1,33,3,0,29,4,0,0
Thane,2012,Civil Court,19,30291,20,19,19884,5417,1552,3438
Thane,2012,Criminal Court,22,190888,22,22,179284,9462,1188,954
Thane,2012,Public Court,4,372,4,4,372,0,0,0
Thane,2012,Labor Court,4,4255,4,4,4070,185,0,0
Thane,2012,Industrial Court,3,56,3,2,46,9,1,0
Thane,2012,Family Court,1,1379,1,1,1379,0,0,0
Thane,2012,District Magistrate And Executive Magistrate,16,0,16,16,0,0,0,0
Thane,2012,Customer Forum,1,948,3,3,718,230,0,0
Thane,2013,Civil Court,16,23228,18,16,12870,2925,2441,4992
Thane,2013,Criminal Court,18,119531,18,18,107985,8796,1458,1292
Thane,2013,Public Court,4,47896,4,4,46331,1565,0,0
Thane,2013,Labor Court,4,4338,4,4,4061,277,0,0
Thane,2013,Industrial Court,2,1788,2,1,1011,483,286,8
Thane,2013,Family Court,1,1442,1,1,1442,0,0,0
Thane,2013,District Magistrate And Executive Magistrate,16,0,16,16,0,0,0,0
Thane,2013,Customer Forum,1,948,3,3,718,230,0,0
Thane,2014,Civil Court,16,23228,18,16,12870,2925,2441,4992
Thane,2014,Criminal Court,18,119531,18,18,107985,8796,1458,1292
Thane,2014,Public Court,4,14587,4,4,12271,2316,0,0
Thane,2014,Labor Court,4,4197,4,4,4135,62,0,0
Thane,2014,Industrial Court,3,1875,3,2,1125,83,617,50
Thane,2014,Family Court,1,840,1,1,840,0,0,0
Thane,2014,District Magistrate And Executive Magistrate,8,0,8,8,0,0,0,0
Thane,2014,Customer Forum,1,14,1,1,13,1,0,0
Thane,2015,Civil Court,20,20691,20,18,13150,5430,540,1571
Thane,2015,Criminal Court,18,142363,18,18,121105,20251,513,494
Thane,2015,Public Court,4,0,4,4,0,0,0,0
Thane,2015,Labor Court,4,4071,4,4,3511,560,0,0
Thane,2015,Industrial Court,3,1819,3,1,1569,48,200,2
Thane,2015,Family Court,1,1702,1,1,1702,0,0,0
Thane,2015,District Magistrate And Executive Magistrate,8,0,8,8,0,0,0,0
Thane,2015,Customer Forum,1,8,1,1,0,8,,
Thane,2016,Civil Court,25,17583,25,18,12129,4553,437,464
Thane,2016,Criminal Court,18,141721,18,18,118695,22114,369,543
Thane,2016,Public Court,0,0,0,0,0,0,0,0
Thane,2016,Labor Court,4,135,4,4,130,5,0,0
Thane,2016,Industrial Court,3,1954,3,2,1105,637,212,0
Thane,2016,Family Court,1,1888,1,1,1888,0,0,0
Thane,2016,District Magistrate And Executive Magistrate,11,1353,11,11,731,622,0,0
Thane,2016,Customer Forum,1,0,1,1,0,0,,
Thane,2017,Civil Court,26,23194,26,26,17409,4865,214,706
Thane,2017,Criminal Court,17,163654,17,17,145255,17592,384,423
Thane,2017,Public Court,0,0,0,0,0,0,0,0
Thane,2017,Labor Court,4,150,4,4,133,17,0,0
Thane,2017,Industrial Court,3,150,3,2,129,0,21,0
Thane,2017,Family Court,1,1790,1,1,1790,0,0,0
Thane,2017,District Magistrate And Executive Magistrate,11,0,11,11,0,0,0,
Thane,2017,Customer Forum,1,0,3,3,0,0,,
Thane,2018,Civil Court,24,21876,24,24,15169,5777,431,499
Thane,2018,Criminal Court,11,130977,11,11,116892,13552,169,364
Thane,2018,Public Court,0,70,0,0,65,5,0,0
Thane,2018,Labor Court,4,1363,4,4,1025,338,0,0
Thane,2018,Industrial Court,3,1717,3,3,1518,100,99,0
Thane,2018,Family Court,1,1852,1,1,1718,134,0,0
Thane,2018,District Magistrate And Executive Magistrate,11,0,11,11,0,,0,0
Thane,2018,Customer Forum,1,1318,3,2,342,976,,
Thane,2019,Civil Court,21,21598,21,21,15417,5228,412,541
Thane,2019,Criminal Court,22,208778,22,22,188430,19317,405,626
Thane,2019,Public Court,0,97,0,0,91,6,0,0
Thane,2019,Labor Court,4,1400,4,4,987,413,0,0
Thane,2019,Industrial Court,3,1673,3,3,1405,105,163,0
Thane,2019,Family Court,1,1819,2,1,1801,18,0,0
Thane,2019,District Magistrate And Executive Magistrate,11,0,11,11,0,,0,0
Thane,2019,Customer Forum,1,322,1,1,322,0,0,0
Thane,2020,Civil Court,16,6563,16,16,4189,2097,114,163
Thane,2020,Criminal Court,19,45500,19,19,29922,14962,229,387
Thane,2020,Public Court,4,21,4,4,8,13,0,0
Thane,2020,Labor Court,4,444,4,4,242,202,0,0
Thane,2020,Industrial Court,3,1726,3,3,1099,139,107,381
Thane,2020,Family Court,1,2142,1,,2122,20,0,0
Thane,2020,District Magistrate And Executive Magistrate,15,0,15,15,0,0,0,0
Thane,2020,Customer Forum,1,1693,1,,370,1323,0,0
Thane,2021,Civil Court,18,12923,18,18,7356,4630,259,678
Thane,2021,Criminal Court,20,79842,20,20,33232,46072,223,315
Thane,2021,Public Court,4,21,4,4,8,13,0,0
Thane,2021,Labor Court,4,444,4,4,242,202,0,0
Thane,2021,Industrial Court,3,18,3,1,18,0,0,0
Thane,2021,Family Court,1,9,2,1,9,0,0,0
Thane,2021,District Magistrate And Executive Magistrate,15,0,15,15,0,0,0,0
Thane,2021,Customer Forum,1,1689,3,2,389,1300,0,0
Wardha,2012,Civil Court,38,4053,38,38,970,1953,588,542
Wardha,2012,Criminal Court,34,37446,34,34,12928,23269,1100,149
Wardha,2012,Public Court,9,4527,9,9,272,4255, , 
Wardha,2012,Labor Court,1,165,1,1,100,65, , 
Wardha,2012,Industrial Court, , , , , , , , 
Wardha,2012,Family Court, , , , , , , , 
Wardha,2012,District Magistrate And Executive Magistrate,41,9449,41,37,9449, , , 
Wardha,2012,Customer Forum,1,251,3,3,128,123, , 
Wardha,2013,Civil Court,35,2878,35,35,753,1135,418,572
Wardha,2013,Criminal Court,34,28685,34,34,13782,13423,1252,228
Wardha,2013,Public Court,9,7032,9,9,25,7007,0,0
Wardha,2013,Labor Court,1,80,1,1,73,7,0,0
Wardha,2013,Industrial Court,0,0,0,0,0,0,0,0
Wardha,2013,Family Court,0,0,0,0,0,0,0,0
Wardha,2013,District Magistrate And Executive Magistrate,28,7883,28,27,7883,0,0,0
Wardha,2013,Customer Forum,1,339,3,3,206,133,0,0
Wardha,2014,Civil Court,35,3207,35,34,901,1204,704,398
Wardha,2014,Criminal Court,34,24758,34,33,12290,11373,917,178
Wardha,2014,Public Court,8,5816,8,8,0,5816,0,0
Wardha,2014,Labor Court,1,142,1,1,98,41,3,0
Wardha,2014,Industrial Court,0,0,0,0,0,0,0,0
Wardha,2014,Family Court,0,0,0,0,0,0,0,0
Wardha,2014,District Magistrate And Executive Magistrate,28,5383,28,25,5383,0,0,0
Wardha,2014,Customer Forum,1,263,3,3,171,92,0,0
Wardha,2015,Civil Court,30,2777,28,28,497,289,933,1058
Wardha,2015,Criminal Court,31,18040,28,28,7946,8880,1057,157
Wardha,2015,Public Court,8,3684,8,8,0,3684,0,0
Wardha,2015,Labor Court,1,179,1,1,101,53,25,0
Wardha,2015,Industrial Court,0,0,0,0,0,0,0,0
Wardha,2015,Family Court,0,0,0,0,0,0,0,0
Wardha,2015,District Magistrate And Executive Magistrate,28,5015,28,24,5015,0,0,0
Wardha,2015,Customer Forum,1,262,3,2,157,105,0,0
Wardha,2016,Civil Court,39,2658,37,37,916,1067,419,256
Wardha,2016,Criminal Court,36,13226,34,34,5529,5445,2078,174
Wardha,2016,Public Court,8,4438,8,8,0,4438,0,0
Wardha,2016,Labor Court,1,169,1,1,96,65,8,0
Wardha,2016,Industrial Court,0,0,0,0,0,0,0,0
Wardha,2016,Family Court,0,0,0,0,0,0,0,0
Wardha,2016,District Magistrate And Executive Magistrate,28,3992,28,25,3992,0,0,0
Wardha,2016,Customer Forum,1,291,3,2,169,122,0,0
Wardha,2017,Civil Court,38,4531,38,38,895,2072,324,1240
Wardha,2017,Criminal Court,35,19898,35,35,9226,7861,1515,1296
Wardha,2017,Public Court,5,424,5,5,0,424,0,0
Wardha,2017,Labor Court,1,168,1,1,109,45,14,0
Wardha,2017,Industrial Court,0,0,0,0,0,0,0,0
Wardha,2017,Family Court,0,0,0,0,0,0,0,0
Wardha,2017,District Magistrate And Executive Magistrate,28,2929,28,26,2929,0,0,0
Wardha,2017,Customer Forum,1,119,3,2,100,19,0,0
Wardha,2018,Civil Court,37,3533,37,35,1127,1556,266,584
Wardha,2018,Criminal Court,29,18775,29,26,11237,6021,1314,203
Wardha,2018,Public Court,5,1141,5,5,0,1141,0,0
Wardha,2018,Labor Court,1,263,1,1,148,106,9,0
Wardha,2018,Industrial Court,5,90,5,4,32,2,56,0
Wardha,2018,Family Court,0,0,0,0,0,0,0,0
Wardha,2018,District Magistrate And Executive Magistrate,28,3842,28,25,3842,0,0,0
Wardha,2018,Customer Forum,1,107,3,2,89,18,0,0
Wardha,2019,Civil Court,41,5384,41,37,1136,1550,194,2504
Wardha,2019,Criminal Court,34,18415,34,29,10647,6410,837,521
Wardha,2019,Public Court,5,706,5,5,0,706,0,0
Wardha,2019,Labor Court,1,322,1,1,270,49,3,0
Wardha,2019,Industrial Court,5,115,5,3,43,2,70,0
Wardha,2019,Family Court,0,0,0,0,0,0,0,0
Wardha,2019,District Magistrate And Executive Magistrate,28,3774,28,25,3774,0,0,0
Wardha,2019,Customer Forum,1,293,3,2,168,125,0,0
Wardha,2020,Civil Court,42,1992,42,38,554,899,150,389
Wardha,2020,Criminal Court,37,7561,37,32,2541,4089,642,289
Wardha,2020,Public Court,1,186,1,1,0,186,0,0
Wardha,2020,Labor Court,1,83,1,1,63,20,0,0
Wardha,2020,Industrial Court,5,20,5,5,12,1,7,0
Wardha,2020,Family Court,,,,,,,,
Wardha,2020,District Magistrate And Executive Magistrate,28,4552,28,26,4552,0,0,0
Wardha,2020,Customer Forum,1,327,3,2,205,122,0,0
Wardha,2021,Civil Court,38,3726,38,34,975,2016,306,429
Wardha,2021,Criminal Court,34,15801,34,29,6290,8296,867,348
Wardha,2021,Public Court,4,4046,4,4,0,4046,0,0
Wardha,2021,Labor Court,1,177,1,1,128,25,24,0
Wardha,2021,Industrial Court,5,81,5,4,29,1,47,4
Wardha,2021,Family Court,,,,,,,,
Wardha,2021,District Magistrate And Executive Magistrate,23,5773,23,21,0,5773,0,0
Wardha,2021,Customer Forum,1,77,3,2,68,9,0,0
Washim,2008,Civil Court,,1722,,,1136,128,283,175
Washim,2008,Criminal Court,,7285,,,6103,392,348,442
Washim,2008,Public Court,,,,,,,,
Washim,2008,Labor Court,,239,,,101,138,,
Washim,2008,Industrial Court,,140,,,69,5,65,1
Washim,2008,Family Court,,,,,,,,
Washim,2008,District Magistrate And Executive Magistrate,,18906,,,2780,16126,,
Washim,2008,Customer Forum,,,,,,,,
Washim,2009,Civil Court,18,1968,18,18,1298,134,372,164
Washim,2009,Criminal Court,18,7522,18,18,6170,519,361,472
Washim,2009,Public Court,,1031,,,989,1,21,20
Washim,2009,Labor Court,1,34,1,1,12,22,,
Washim,2009,Industrial Court,1,158,1,1,80,,78,
Washim,2009,Family Court,,,,,,,,
Washim,2009,District Magistrate And Executive Magistrate,18,20202,18,18,3097,17105,,
Washim,2009,Customer Forum,56,30915,56,56,11646,17781,832,656
Washim,2010,Civil Court,17,1708,17,17,544,686,69,409
Washim,2010,Criminal Court,18,11154,18,18,1549,8780,98,727
Washim,2010,Public Court,,3042,,,87,2927,28,0
Washim,2010,Labor Court,1,152,1,1,124,28,,
Washim,2010,Industrial Court,1,167,1,1,87,,80,
Washim,2010,Family Court,,,,,,,,
Washim,2010,District Magistrate And Executive Magistrate,18,18392,18,18,2262,16130,,
Washim,2010,Customer Forum,56,34615,56,56,136,110,,5
Washim,2011,Civil Court,18,986,18,18,610,26,54,296
Washim,2011,Criminal Court,17,9539,17,17,1712,6967,101,759
Washim,2011,Public Court,0,3648,0,0,0,3627,21,0
Washim,2011,Labor Court,1,1203,1,1,42,15,,
Washim,2011,Industrial Court,1,108,1,1,60,10,48,8
Washim,2011,Family Court,0,0,0,0,0,0,0,0
Washim,2011,District Magistrate And Executive Magistrate,18,2971,18,15,1101,1870,,
Washim,2011,Customer Forum,1,65,1,0,54,11,0,0
Washim,2012,Civil Court,20,1307,20,19,461,693,24,129
Washim,2012,Criminal Court,20,8912,20,19,1995,6346,31,540
Washim,2012,Public Court,0,2973,0,0,0,2951,0,22
Washim,2012,Labor Court,1,1251,1,1,7,16,0,0
Washim,2012,Industrial Court,1,30,1,1,18,12,0,0
Washim,2012,Family Court,0,0,0,0,0,0,0,0
Washim,2012,District Magistrate And Executive Magistrate,18,2780,18,18,1250,1530,0,0
Washim,2012,Customer Forum,1,50,1,0,46,4,0,0
Washim,2013,Civil Court,17,8962,17,17,4990,1531,1618,823
Washim,2013,Criminal Court,15,15926,1,1,12746,1848,1210,122
Washim,2013,Public Court,0,2973,0,0,0,2951,0,22
Washim,2013,Labor Court,1,35,1,1,10,5,15,5
Washim,2013,Industrial Court,1,29,1,1,20,0,9,0
Washim,2013,Family Court,0,0,0,0,0,0,0,0
Washim,2013,District Magistrate And Executive Magistrate,18,2780,18,18,1250,1530,0,0
Washim,2013,Customer Forum,1,53,1,0,44,9,0,0
Washim,2014,Civil Court,20,2265,20,20,991,757,318,199
Washim,2014,Criminal Court,17,6757,17,17,2018,3651,308,780
Washim,2014,Public Court,,,,,,,,
Washim,2014,Labor Court,1,53,1,1,47,6,,
Washim,2014,Industrial Court,1,7,1,1,4,,3,
Washim,2014,Family Court,,,,,,,,
Washim,2014,District Magistrate And Executive Magistrate,11,2851,11,11,,,,
Washim,2014,Customer Forum,1,86,1,,73,13,,
Washim,2015,Civil Court,21,2028,20,20,410,1271,161,186
Washim,2015,Criminal Court,19,7725,20,20,1408,5371,733,213
Washim,2015,Public Court,,1895,,,841,1054,,
Washim,2015,Labor Court,1,19,1,1,9,10,,
Washim,2015,Industrial Court,1,373,1,1,186,34,153,
Washim,2015,Family Court,,,,,,,,
Washim,2015,District Magistrate And Executive Magistrate,15,1164,15,15,,,,
Washim,2016,Customer Forum,1,140,1,0,115,25,,
Washim,2016,Civil Court,24,3349,24,24,756,1568,278,747
Washim,2016,Criminal Court,23,8593,23,23,1669,5692,668,564
Washim,2016,Public Court,,2364,,,2028,334,,
Washim,2016,Labor Court,1,26,1,1,19,5,2,
Washim,2016,Industrial Court,1,26,1,1,12,3,11,
Washim,2016,Family Court,1,690,1,1,686,4,,
Washim,2016,District Magistrate And Executive Magistrate,15,281,15,15,,,,
Washim,2016,Customer Forum,1,1235,1,0,984,251,,
Washim,2017,Customer Forum,26,2741,26,26,845,1104,198,594
Washim,2017,Civil Court,25,10433,25,25,2864,6450,596,523
Washim,2017,Criminal Court,,,,,2189,492,,
Washim,2017,Public Court,1,14,1,1,9,5,,
Washim,2017,Labor Court,1,61,1,1,16,7,21,17
Washim,2017,Industrial Court,1,584,1,1,576,8,,
Washim,2017,Family Court,15,231,15,15,,,,
Washim,2017,District Magistrate And Executive Magistrate,1,143,1,0,116,27,,
Washim,2017,Customer Forum,,,,,,,,
Washim,2018,Customer Forum,,,,,,,,
Washim,2018,Civil Court,,,,,,,,
Washim,2018,Criminal Court,,,,,,,,
Washim,2018,Public Court,,,,,,,,
Washim,2018,Labor Court,,,,,,,,
Washim,2018,Industrial Court,,,,,,,,
Washim,2018,Family Court,,,,,,,,
Washim,2018,District Magistrate And Executive Magistrate,,,,,,,,
Washim,2018,Customer Forum,,,,,,,,
Washim,2019,Civil Court,5,948,5,5,334,614,0,0
Washim,2019,Criminal Court,1,389,1,1,104,285,0,0
Washim,2019,Public Court,1,2422,1,1,1770,573,53,26
Washim,2019,Labor Court,1,186,1,1,20,2,0,0
Washim,2019,Industrial Court,1,12,1,1,4,1,7,0
Washim,2019,Family Court,1,500,1,1,500,5,0,0
Washim,2019,District Magistrate And Executive Magistrate,15,964,15,15,964,,,
Washim,2019,Customer Forum,1,190,1,1,40,2,0,0
Washim,2020,Civil Court,23,1117,23,23,287,681,0,0
Washim,2020,Criminal Court,19,4931,19,19,587,3348,251,745
Washim,2020,Public Court,1,274,1,1,42,216,4,12
Washim,2020,Labor Court,1,262,1,1,0,0,0,0
Washim,2020,Industrial Court,1,2,1,1,1,0,1,0
Washim,2020,Family Court,1,256,1,1,254,2,0,0
Washim,2020,District Magistrate And Executive Magistrate,15,360,15,15,360,,,
Washim,2020,Customer Forum,1,112,1,1,83,29,0,0
Washim,2021,Civil Court,23,2262,23,23,320,1863,22,57
Washim,2021,Criminal Court,19,6125,19,19,806,4237,39,43
Washim,2021,Public Court,1,464,1,1,98,311,45,58
Washim,2021,Labor Court,1,291,1,1,26,27,0,0
Washim,2021,Industrial Court,1,2,1,1,2,0,0,0
Washim,2021,Family Court,1,1671,1,1,1657,14,0,0
Washim,2021,District Magistrate And Executive Magistrate,15,360,15,15,,,,
Washim,2021,Customer Forum,1,277,1,1,208,69,0,0
Yavatmal,2012,Civil Court,57,8454,57,56,6918,1268,139,129
Yavatmal,2012,Criminal Court,51,49797,51,50,19642,29871,117,167
Yavatmal,2012,Public Court,,5742,,,5742,,,
Yavatmal,2012,Labor Court,1,60,1,1,35,25,,
Yavatmal,2012,Industrial Court,1,91,1,1,48,7,35,1
Yavatmal,2012,Family Court,,,,,,,,
Yavatmal,2012,District Magistrate And Executive Magistrate,,2648,,,1646,1002,,
Yavatmal,2012,Customer Forum,1,708,1,1,419,289,,
Yavatmal,2013,Civil Court,54,12579,54,54,5299,3466,733,3081
Yavatmal,2013,Criminal Court,48,57188,48,48,22396,32578,1781,433
